I,F,G,A,H,T
30,30,Female,32,164,270
2,2,Male,17,182,30
27,0,Male,57,184,283
49,0,Male,25,176,171
4,0,Female,16,185,33
47,0,Male,45,190,253
94,0,Male,61,178,223
65,65,Male,39,186,47
95,0,Male,30,173,89
94,0,Male,50,178,200
38,38,Female,29,172,39
49,0,Male,23,177,84
30,0,Male,38,149,1
96,0,Female,35,167,225
41,0,Male,55,181,104
12,0,Female,49,173,253
92,0,Male,51,183,252
92,0,Male,35,192,104
34,0,Male,36,179,254
82,82,Male,44,185,61
78,0,Male,21,148,177
68,0,Female,50,173,59
32,0,Female,35,161,46
32,0,Female,28,156,155
42,42,Male,56,184,244
6,0,Male,33,180,21
50,0,Male,31,165,235
89,0,Male,28,165,334
87,0,Female,36,168,39
52,0,Female,27,177,296
27,27,Male,44,169,201
49,0,Male,46,170,73
32,0,Male,31,153,106
98,0,Male,64,178,245
98,0,Female,32,173,45
94,0,Male,54,174,180
79,0,Male,45,189,164
100,0,Female,35,185,80
34,0,Male,44,181,180
65,0,Male,21,178,200
58,0,Female,38,199,315
42,0,Male,54,179,239
57,57,Female,26,151,24
15,15,Male,53,168,90
8,8,Female,21,178,301
9,0,Male,56,186,201
65,0,Male,32,177,64
50,50,Female,24,166,169
15,15,Male,60,173,175
100,0,Male,38,186,243
81,0,Female,26,188,255
83,83,Male,32,172,266
9,9,Male,46,199,158
95,95,Male,37,178,125
3,0,Male,42,198,155
56,0,Female,41,169,199
49,0,Male,48,175,252
85,0,Male,27,156,221
91,91,Male,34,170,93
83,83,Male,29,169,41
68,0,Female,37,166,99
65,0,Male,24,171,310
48,0,Female,21,169,78
74,74,Male,50,176,331
85,0,Female,24,150,3
35,0,Male,38,171,311
4,91,Male,36,179,63
54,0,Female,34,159,87
63,0,Male,20,173,148
19,19,Female,41,170,167
78,0,Male,43,156,100
64,0,Female,28,179,279
57,0,Female,31,163,314
47,0,Male,42,186,192
60,0,Male,44,180,302
72,0,Female,22,163,108
46,46,Female,27,165,32
8,8,Female,18,178,147
21,0,Female,33,185,299
34,0,Male,30,170,53
22,0,Male,56,158,52
89,0,Male,25,176,44
49,0,Male,23,167,103
64,64,Female,35,177,34
39,0,Female,20,160,264
35,35,Male,49,181,225
94,0,Male,31,181,159
57,0,Female,48,175,188
25,25,Female,30,171,232
47,47,Male,38,199,68
65,65,Male,42,185,173
68,0,Female,37,150,48
14,14,Male,41,188,240
3,0,Male,44,190,249
21,21,Female,27,186,25
46,0,Female,19,175,316
46,46,Female,23,169,192
91,0,Male,27,166,315
96,0,Female,39,170,134
27,0,Female,48,170,112
48,48,Female,25,157,180
54,0,Male,27,159,252
12,0,Female,40,160,107
3,0,Male,29,179,265
41,0,Female,33,185,221
83,0,Male,36,171,17
40,0,Female,38,177,262
67,0,Female,36,150,314
49,0,Male,44,182,314
96,0,Female,28,164,279
83,0,Male,40,177,276
15,0,Male,60,164,268
3,0,Female,0,197,9
2,0,Male,24,180,223
67,0,Female,26,170,224
21,21,Male,26,183,66
53,53,Female,36,176,216
37,0,Male,36,175,266
89,0,Male,24,179,256
5,5,Male,42,189,35
8,8,Female,26,175,59
72,72,Female,29,152,64
13,0,Female,43,176,97
68,0,Female,39,160,285
65,0,Male,43,188,93
29,0,Male,27,180,235
4,0,Male,36,177,7
74,0,Male,54,173,75
84,0,Male,40,173,326
24,0,Male,50,190,183
70,0,Male,41,168,131
4,0,Male,38,179,14
82,0,Male,30,183,202
12,0,Female,36,174,60
27,0,Male,52,179,266
4,0,Male,27,185,24
63,0,Female,28,184,118
50,0,Female,28,169,114
10,10,Male,30,192,32
10,0,Male,48,189,304
31,0,Male,37,163,57
5,0,Male,37,189,265
58,0,Male,46,189,55
68,0,Female,45,170,329
25,25,Female,30,177,278
35,0,Male,43,185,4
73,0,Male,47,173,295
15,0,Male,44,172,271
27,0,Male,44,164,302
31,0,Female,16,149,259
57,0,Female,25,167,3
54,0,Female,23,146,67
18,18,Female,30,174,62
70,0,Male,52,176,35
79,0,Male,38,175,9
55,0,Male,38,192,116
9,0,Male,34,182,51
89,89,Male,30,189,121
71,0,Female,27,165,276
96,96,Female,30,171,5
35,0,Male,26,180,10
14,0,Male,11,183,131
7,7,Male,47,187,326
59,0,Male,56,175,150
13,0,Female,21,166,142
28,0,Female,16,163,58
69,0,Female,31,171,75
4,0,Female,0,186,9
24,0,Male,37,183,221
39,39,Female,29,153,228
67,0,Female,28,162,192
41,0,Male,46,183,53
32,0,Female,48,168,322
92,0,Male,39,178,24
14,0,Male,36,192,171
53,53,Female,41,167,191
63,0,Female,41,171,178
18,0,Male,40,177,102
49,0,Male,47,187,41
82,0,Male,51,184,118
53,53,Female,45,166,184
72,0,Female,24,155,47
59,0,Male,33,173,243
36,0,Female,45,163,84
47,47,Male,44,182,108
4,4,Male,39,184,327
7,7,Male,49,177,104
6,0,Female,45,187,44
11,11,Male,32,172,226
94,0,Male,40,186,129
24,0,Male,55,191,153
38,0,Female,36,169,232
23,0,Male,36,175,332
6,0,Female,39,184,151
30,0,Female,46,159,309
65,0,Male,49,184,97
79,0,Male,43,176,30
7,7,Male,45,179,99
55,0,Male,28,200,200
49,0,Male,63,179,322
8,0,Male,51,178,57
30,0,Female,29,150,158
96,0,Male,29,164,225
67,0,Female,29,161,170
50,0,Female,32,165,40
27,0,Male,48,182,274
68,0,Female,53,179,282
79,0,Male,38,190,70
17,0,Female,24,178,66
92,92,Male,36,192,20
98,0,Female,44,172,329
56,0,Male,27,183,165
100,0,Male,46,191,43
31,0,Female,27,159,193
72,0,Female,29,172,189
2,0,Male,29,170,67
83,0,Male,28,180,205
13,0,Male,30,172,315
28,28,Female,36,163,133
22,0,Female,63,168,81
61,0,Male,48,161,53
50,0,Male,34,171,314
74,0,Male,46,170,89
90,0,Female,31,162,138
92,0,Male,36,177,263
26,0,Female,30,154,329
51,51,Male,34,184,94
53,53,Female,36,184,100
33,0,Male,45,183,48
4,0,Female,26,193,290
47,47,Male,46,185,221
87,0,Female,30,162,202
42,42,Male,46,180,68
44,44,Male,38,182,80
54,54,Female,30,149,65
80,0,Female,50,186,26
71,0,Female,26,190,272
10,0,Male,33,179,39
72,72,Female,33,163,123
78,0,Male,43,157,101
99,0,Female,35,170,190
22,0,Female,31,167,318
10,0,Male,45,189,147
94,0,Male,44,182,132
21,21,Male,33,184,197
13,0,Female,25,173,45
6,0,Male,59,180,106
40,0,Female,30,185,39
70,0,Female,34,172,116
81,0,Female,49,195,278
40,0,Male,13,174,12
29,0,Male,40,181,117
34,0,Male,43,168,75
71,0,Female,28,171,17
57,57,Female,26,153,67
50,50,Female,24,168,140
99,0,Female,25,166,298
64,0,Female,41,167,329
5,0,Female,34,178,307
70,0,Female,14,175,191
55,0,Male,45,195,75
59,0,Male,46,177,165
3,0,Male,36,171,64
25,25,Female,30,169,279
9,9,Male,44,176,169
2,2,Male,23,166,120
76,0,Male,48,175,334
36,36,Female,26,180,72
60,0,Male,47,186,297
61,0,Male,44,169,257
48,0,Female,23,159,190
91,91,Male,32,176,104
25,0,Female,28,166,261
96,0,Female,32,167,138
7,7,Male,40,176,252
41,0,Male,70,178,61
49,0,Male,49,188,227
89,0,Male,23,184,11
60,0,Female,15,185,325
48,0,Female,25,171,310
25,0,Female,38,171,230
36,0,Female,29,175,109
96,0,Male,37,162,329
86,0,Male,19,181,235
92,92,Male,31,192,254
79,0,Male,34,186,273
72,0,Female,42,174,97
87,0,Female,43,161,303
55,0,Male,22,188,201
69,0,Female,29,174,160
83,0,Male,56,174,282
23,0,Male,49,191,260
68,0,Male,43,167,104
80,80,Male,45,176,304
77,0,Male,73,191,102
31,0,Female,25,155,235
42,0,Male,43,179,301
9,0,Male,67,169,238
46,46,Female,25,164,177
31,0,Female,31,152,177
25,25,Female,35,166,306
12,0,Female,38,164,141
1,0,Female,22,169,159
60,60,Male,37,187,173
92,0,Male,68,177,325
14,0,Male,45,190,4
36,36,Female,25,166,310
27,0,Male,48,177,57
1,0,Male,32,157,192
83,0,Male,29,180,245
40,40,Female,27,173,230
98,0,Female,36,161,183
46,46,Female,22,163,34
11,0,Male,20,175,106
89,89,Male,21,193,19
91,0,Male,21,179,135
12,0,Female,31,177,89
63,0,Male,33,177,179
74,0,Male,60,169,197
58,0,Male,44,191,105
33,0,Female,47,175,199
78,0,Female,42,145,81
70,0,Male,61,163,146
19,19,Female,43,162,67
44,44,Male,35,180,324
86,0,Female,22,189,229
53,53,Female,36,179,190
50,50,Female,26,176,231
99,0,Female,49,167,120
26,0,Female,41,154,271
25,25,Female,35,164,67
57,0,Female,25,164,200
10,0,Male,46,184,192
11,11,Male,32,172,260
23,0,Male,34,184,125
24,0,Male,36,191,153
83,0,Female,43,179,148
29,0,Male,40,175,273
45,45,Female,36,196,181
15,0,Male,53,175,240
44,44,Male,35,181,116
77,77,Male,65,179,57
47,0,Male,55,189,141
33,0,Male,55,181,54
73,0,Male,55,180,177
1,0,Female,28,166,304
46,0,Female,33,174,41
74,74,Male,52,176,154
37,37,Male,38,181,259
83,83,Male,37,170,257
49,0,Male,23,178,38
46,46,Female,26,172,20
6,0,Female,34,180,0
47,0,Male,33,182,278
88,0,Male,29,181,132
12,0,Female,44,170,32
70,0,Male,52,174,139
10,0,Male,26,175,221
70,0,Female,43,178,16
64,0,Female,29,180,263
86,0,Male,34,190,116
8,0,Male,19,175,48
95,0,Male,37,179,221
98,0,Male,35,173,326
5,5,Male,27,175,40
11,0,Male,29,174,265
22,0,Female,49,165,192
65,0,Male,35,186,124
58,0,Male,39,190,117
53,53,Female,41,180,20
35,0,Female,58,184,83
95,95,Male,34,178,25
18,0,Female,48,167,12
89,89,Male,30,160,191
82,82,Male,45,182,90
43,0,Male,24,168,73
13,0,Female,26,185,287
75,0,Female,41,171,283
63,0,Female,25,185,197
11,0,Male,42,158,69
48,0,Female,29,169,218
38,0,Female,19,175,157
37,0,Male,31,171,24
31,0,Female,39,159,266
85,0,Female,24,155,169
82,0,Male,39,170,249
2,2,Male,21,181,244
2,0,Male,28,168,23
3,0,Female,53,191,106
20,0,Female,34,171,209
11,0,Male,27,172,34
36,0,Female,33,162,181
89,89,Male,28,181,11
68,0,Female,40,177,294
20,0,Male,48,158,18
86,0,Male,24,187,325
34,0,Male,51,185,96
28,28,Female,28,162,268
90,90,Female,29,174,219
44,0,Male,43,186,21
59,0,Male,54,186,281
56,0,Female,31,181,298
33,0,Female,0,176,35
48,48,Female,29,160,267
11,11,Male,39,173,277
85,0,Female,37,143,136
95,0,Male,37,177,164
93,0,Male,51,182,42
39,0,Male,37,156,317
30,0,Male,35,162,229
94,0,Male,41,178,168
68,0,Female,34,158,91
65,65,Male,34,183,106
91,0,Male,34,172,213
61,61,Female,52,160,164
51,0,Male,38,183,286
80,80,Male,34,173,95
95,0,Male,52,178,59
52,0,Female,57,179,233
14,0,Male,61,187,103
77,77,Male,65,186,104
43,0,Male,59,176,44
50,50,Female,27,174,127
59,0,Male,45,178,134
9,0,Male,48,183,3
20,0,Female,26,158,250
18,0,Female,60,164,9
72,72,Female,32,156,53
77,77,Male,66,179,288
69,0,Female,30,164,73
89,0,Male,39,186,145
95,95,Male,42,179,75
51,51,Male,51,179,190
79,0,Male,38,174,97
30,0,Male,33,156,133
66,0,Male,65,179,195
62,0,Male,47,192,84
71,71,Female,24,172,159
49,0,Male,35,180,26
31,0,Female,34,165,146
22,22,Female,45,167,141
20,0,Female,37,167,211
74,0,Male,50,174,136
79,0,Male,50,175,158
64,0,Female,33,156,65
85,85,Female,20,145,321
85,0,Male,34,147,161
53,53,Female,41,177,96
68,0,Female,38,172,275
1,1,Female,29,164,79
91,0,Male,46,173,12
66,66,Male,64,184,245
57,0,Female,20,166,283
96,0,Female,39,184,285
11,11,Male,30,172,24
2,0,Male,35,170,159
64,0,Male,21,173,175
46,0,Male,32,181,139
75,0,Female,31,165,328
100,0,Male,64,187,316
94,0,Male,27,179,335
65,65,Male,38,174,307
26,0,Female,27,149,138
20,20,Female,30,167,211
50,0,Female,26,168,33
20,0,Female,27,168,271
94,0,Male,37,181,225
73,73,Male,52,176,169
38,0,Female,15,169,330
3,0,Male,66,198,101
12,0,Female,46,165,149
60,60,Male,35,181,65
72,72,Female,32,159,141
92,0,Male,31,189,230
98,0,Male,45,171,111
59,0,Male,32,175,75
93,0,Male,36,182,75
2,2,Male,25,177,295
68,0,Female,31,161,323
12,0,Female,45,172,226
30,30,Male,43,170,327
48,0,Female,28,167,120
75,0,Male,42,174,117
29,0,Male,25,179,75
73,0,Male,44,180,322
25,25,Female,29,169,197
36,36,Female,21,176,309
60,60,Male,45,185,214
88,88,Male,59,173,231
84,0,Male,33,166,176
2,2,Male,31,173,134
27,0,Female,70,179,284
74,74,Male,51,172,253
19,0,Male,49,176,263
53,53,Female,34,175,236
1,0,Female,31,166,174
35,0,Male,39,191,242
95,0,Male,48,180,212
44,44,Male,35,183,278
43,0,Female,16,164,21
21,21,Female,27,189,104
24,0,Male,29,190,217
24,0,Male,25,192,0
62,62,Male,51,181,61
45,45,Female,27,189,162
67,0,Female,25,154,81
26,0,Female,33,160,54
15,0,Male,52,177,254
60,0,Male,39,193,129
25,0,Female,30,167,235
87,87,Female,29,166,66
60,0,Male,28,181,260
20,0,Female,47,162,139
18,0,Female,33,175,96
70,0,Male,43,178,115
3,0,Male,37,186,229
40,0,Female,33,159,18
53,0,Male,34,179,73
67,0,Female,22,162,258
16,0,Female,40,180,277
45,15,Male,51,187,126
54,54,Female,38,172,197
34,0,Male,21,182,309
31,0,Female,30,169,178
19,0,Female,49,161,133
77,77,Male,64,184,240
61,61,Female,55,166,104
71,0,Female,30,167,35
27,0,Male,53,179,34
85,85,Female,23,154,138
79,0,Male,45,171,123
59,0,Male,51,188,91
59,0,Male,43,187,320
79,0,Male,52,177,200
87,0,Male,39,159,76
26,0,Female,30,146,45
3,0,Male,52,204,177
80,80,Male,52,175,200
10,10,Male,28,189,128
2,0,Male,33,162,111
74,0,Male,46,174,290
12,0,Female,35,176,243
57,0,Female,24,173,227
54,54,Female,23,172,111
6,0,Female,47,181,93
39,0,Female,27,155,306
5,0,Male,31,181,232
3,0,Male,34,175,119
91,0,Male,47,162,88
48,0,Male,27,159,324
93,93,Male,53,187,297
33,0,Male,40,178,90
49,0,Male,56,178,177
32,0,Female,33,163,40
11,0,Male,46,171,120
5,5,Male,28,179,203
41,41,Male,52,188,135
33,0,Male,42,186,132
58,0,Male,29,184,294
37,37,Male,41,176,105
22,0,Male,40,159,260
74,0,Male,28,183,258
55,0,Male,33,198,303
42,42,Male,56,168,260
91,91,Male,38,168,249
28,28,Female,29,151,66
51,0,Male,43,193,150
78,78,Female,24,156,225
54,0,Female,32,164,270
60,60,Male,35,187,14
95,95,Male,36,176,183
59,0,Male,37,166,290
72,72,Female,30,177,140
42,0,Male,8,182,3
75,0,Female,23,175,247
69,69,Female,29,169,170
57,0,Female,31,169,121
15,15,Male,51,165,79
68,0,Female,42,167,234
99,99,Female,24,164,139
90,0,Female,37,175,10
31,0,Female,27,162,321
36,0,Female,31,176,83
95,95,Male,49,184,7
26,0,Female,25,159,171
25,25,Female,28,164,245
89,0,Male,28,188,229
98,0,Female,48,171,127
71,0,Female,28,172,39
81,0,Male,33,186,332
56,0,Female,37,179,35
62,0,Male,46,176,32
39,0,Female,33,159,279
78,0,Female,19,158,126
3,0,Male,43,184,226
58,0,Male,52,188,227
89,0,Male,28,188,212
64,0,Male,37,172,121
81,0,Male,50,190,334
54,0,Female,28,161,228
5,5,Male,28,190,277
27,0,Male,42,177,324
35,0,Male,35,178,270
51,51,Male,54,176,114
32,0,Female,30,165,113
26,0,Female,25,156,80
70,0,Female,53,174,48
49,0,Male,43,173,79
9,0,Male,49,189,241
98,0,Female,40,162,26
18,18,Female,26,161,218
64,0,Female,23,161,1
77,77,Male,66,184,237
33,0,Male,52,189,115
76,0,Male,46,180,265
89,0,Female,31,184,40
48,0,Female,29,165,236
68,0,Female,32,163,298
30,0,Female,60,158,241
65,0,Male,54,180,83
19,0,Female,62,160,119
85,0,Female,25,136,219
36,36,Female,37,170,307
72,72,Female,27,159,177
52,0,Female,56,157,117
27,0,Male,58,179,105
64,64,Female,27,185,332
88,88,Male,53,170,145
25,0,Female,32,181,158
94,0,Male,45,185,121
58,0,Male,36,183,72
27,0,Male,63,176,207
70,0,Male,67,172,318
66,0,Male,62,183,213
44,0,Male,36,175,263
6,6,Female,43,180,272
15,15,Male,70,179,177
82,82,Male,41,174,145
99,0,Female,32,168,64
24,0,Female,38,186,183
81,0,Male,42,175,50
80,80,Male,48,174,40
5,5,Male,38,192,216
76,0,Male,37,166,318
7,0,Male,36,185,317
14,0,Female,62,177,208
72,0,Female,48,173,207
56,0,Female,39,175,201
61,0,Female,31,161,21
65,65,Male,46,183,252
21,21,Female,29,192,27
14,0,Male,60,184,197
18,0,Female,25,167,241
87,0,Female,41,160,215
87,87,Female,40,173,168
66,0,Female,61,176,67
11,0,Male,27,178,189
68,0,Female,39,164,36
8,0,Female,50,181,220
13,0,Female,29,169,246
88,0,Male,47,178,204
23,0,Male,33,189,91
71,0,Female,30,169,275
51,0,Male,48,174,249
13,0,Female,15,178,192
45,45,Female,39,181,55
69,0,Female,29,171,201
56,0,Male,37,168,194
84,0,Male,42,187,42
12,0,Female,27,169,228
25,25,Female,20,168,12
40,0,Female,28,171,69
6,0,Male,27,172,215
78,0,Male,20,160,209
36,0,Female,26,178,284
35,0,Male,35,178,298
4,0,Male,27,181,305
49,0,Male,59,198,60
43,0,Female,30,171,189
30,30,Male,33,163,141
18,0,Female,39,166,184
11,0,Male,51,179,167
42,0,Male,30,185,44
15,0,Male,59,165,205
4,4,Male,37,182,286
9,9,Male,45,188,249
7,0,Female,51,187,128
8,8,Female,21,177,179
18,18,Female,26,178,34
42,0,Male,54,188,245
69,0,Female,25,170,43
64,64,Female,37,180,152
71,0,Female,29,163,116
99,0,Female,38,167,253
29,0,Male,37,176,304
31,0,Female,35,165,197
12,0,Female,45,175,198
8,8,Female,26,166,86
6,0,Female,30,188,225
77,0,Male,32,188,5
10,10,Male,26,181,158
98,0,Female,43,169,58
52,0,Female,40,162,228
59,0,Male,26,177,230
29,0,Male,30,172,310
74,0,Male,47,179,185
77,77,Male,64,189,211
25,25,Female,30,177,324
68,0,Female,51,165,306
48,0,Female,46,165,159
16,16,Male,36,180,52
13,0,Female,31,167,33
26,0,Female,28,169,313
21,21,Female,28,193,174
78,0,Female,35,148,92
80,0,Male,53,177,232
83,0,Female,48,177,180
56,0,Female,30,168,323
43,0,Female,29,166,74
11,0,Male,34,180,104
59,0,Male,31,185,153
95,0,Male,38,173,19
7,0,Male,40,180,277
24,0,Male,37,192,268
53,53,Female,51,186,37
21,21,Female,20,189,291
48,0,Female,35,156,19
51,0,Male,52,180,3
6,0,Female,48,186,252
84,0,Male,55,170,126
10,10,Male,25,174,8
19,0,Female,51,160,15
2,0,Male,31,176,70
14,0,Male,43,179,72
68,0,Female,57,172,162
49,0,Male,64,182,34
3,3,Male,40,192,63
24,0,Male,49,189,164
38,0,Female,50,177,206
73,0,Male,63,181,254
98,0,Female,44,167,6
94,0,Male,51,165,31
45,45,Female,30,198,111
52,0,Female,37,156,333
66,0,Male,64,184,329
28,28,Female,36,159,78
30,0,Female,47,153,305
41,0,Male,34,181,151
93,0,Male,67,187,4
10,10,Male,44,189,50
22,22,Female,39,165,17
71,0,Female,29,168,126
14,0,Male,30,187,84
100,0,Male,33,185,102
70,0,Male,59,176,12
18,18,Female,32,170,104
81,0,Male,47,181,195
13,0,Female,25,179,260
3,0,Male,42,181,244
97,0,Female,34,153,123
9,9,Male,36,198,331
78,0,Female,32,163,139
70,0,Male,52,168,1
37,0,Female,67,178,312
69,0,Female,28,176,260
62,0,Male,37,179,0
74,0,Male,46,173,232
11,11,Male,32,164,38
78,78,Female,33,162,69
56,0,Male,35,176,177
78,0,Female,34,153,290
63,0,Male,39,182,310
72,0,Female,29,148,230
37,0,Male,34,175,246
26,0,Female,23,163,204
57,0,Female,29,149,168
100,0,Male,41,175,300
15,0,Male,57,190,36
45,45,Female,38,194,234
7,7,Male,38,177,270
73,73,Male,45,167,170
27,0,Male,55,187,79
6,6,Female,38,174,315
85,0,Female,25,146,238
2,0,Male,55,178,52
2,0,Male,34,176,148
27,0,Female,58,170,39
2,2,Male,29,172,320
16,16,Male,37,190,296
72,0,Female,29,159,194
81,0,Male,50,193,63
83,0,Male,27,188,208
45,0,Female,50,189,268
65,65,Male,39,178,35
90,90,Female,35,164,254
4,0,Male,36,194,227
97,0,Female,43,166,265
28,0,Female,28,154,125
61,0,Female,39,174,308
23,23,Male,28,182,223
59,0,Male,50,195,131
57,0,Female,27,157,152
67,0,Female,30,154,10
1,0,Female,31,152,294
94,0,Male,47,187,324
22,22,Female,42,175,13
50,50,Female,23,168,18
38,0,Female,39,172,194
63,0,Male,40,177,146
98,0,Female,28,159,310
95,0,Male,41,179,77
30,0,Male,57,157,227
38,0,Female,37,171,128
77,77,Male,65,182,91
57,0,Female,30,175,155
90,0,Female,26,175,296
4,0,Male,36,186,241
55,0,Male,39,190,40
41,0,Male,28,188,307
4,0,Male,30,190,181
23,0,Male,34,175,303
87,0,Female,31,157,250
71,0,Female,25,177,127
73,73,Male,61,165,140
46,0,Female,23,170,184
2,0,Male,25,181,284
98,0,Female,39,169,96
55,0,Male,54,192,107
68,0,Female,43,169,121
73,73,Male,51,177,75
2,0,Female,24,169,24
33,0,Male,48,181,6
79,0,Male,44,179,45
3,0,Male,30,187,16
69,0,Female,38,167,170
0,0,Male,27,168,319
101,101,Male,27,168,319
0,0,Female,24,171,306
102,102,Female,24,171,306
0,0,Male,48,176,135
103,103,Male,48,176,135
0,0,Female,35,166,67
104,104,Female,33,166,67
0,0,Female,39,162,266
105,105,Female,39,162,266
0,0,Female,38,166,19
106,106,Female,38,166,19
0,0,Female,30,166,317
107,107,Female,31,166,317
0,0,Male,39,179,192
108,108,Male,39,179,192
0,0,Female,35,156,36
109,109,Female,34,156,36
0,0,Male,57,172,115
110,0,Female,0,172,115
106,106,Female,30,159,155
0,0,Female,30,169,124
111,111,Female,30,169,124
0,0,Male,48,173,6
112,112,Male,47,173,6
0,0,Female,36,155,241
113,113,Female,33,155,241
0,0,Male,52,172,327
114,114,Male,58,172,327
0,0,Male,32,175,143
115,115,Male,32,175,143
110,0,Male,50,169,72
0,0,Female,25,161,49
116,116,Female,25,161,49
0,0,Male,31,173,65
117,117,Male,28,173,65
0,0,Male,43,176,133
118,118,Male,45,176,133
0,0,Female,25,159,185
119,119,Female,25,159,185
0,0,Male,60,181,140
120,120,Male,56,181,140
0,0,Male,30,183,132
121,121,Male,30,183,132
107,0,Female,36,171,245
0,0,Male,33,183,313
122,0,Male,42,183,313
118,0,Male,40,189,310
0,0,Male,29,147,215
123,123,Male,29,147,215
0,0,Female,23,156,72
124,124,Female,30,156,72
0,0,Male,26,191,183
125,125,Male,27,191,183
0,0,Female,45,162,173
126,126,Female,45,162,173
0,0,Female,24,165,16
127,127,Female,26,165,16
0,0,Male,54,185,297
128,128,Male,52,185,297
108,0,Male,25,190,137
118,0,Male,34,183,50
0,0,Male,33,194,29
129,129,Male,34,194,29
114,0,Male,53,179,59
0,0,Male,39,177,250
130,130,Male,42,177,250
0,0,Female,29,153,131
131,131,Female,29,153,131
0,0,Male,49,182,30
132,132,Male,54,182,30
0,0,Male,67,170,164
133,133,Male,67,170,164
0,0,Female,25,181,266
134,134,Female,24,181,266
0,0,Female,41,175,37
135,135,Female,38,175,37
0,0,Male,29,162,33
136,136,Male,28,162,33
129,0,Male,38,183,128
0,0,Male,62,186,335
137,137,Male,64,186,335
113,0,Female,32,169,160
121,0,Male,41,191,112
0,0,Female,37,160,173
138,138,Female,35,160,173
0,0,Female,51,188,228
139,0,Male,51,188,228
123,0,Male,23,155,63
0,0,Female,33,186,224
140,140,Female,33,186,224
0,0,Female,46,165,156
141,141,Female,46,165,156
0,0,Female,29,165,294
142,142,Female,31,165,294
0,0,Female,42,169,314
143,143,Female,41,169,314
0,0,Male,61,182,45
144,144,Male,61,182,45
134,0,Female,30,165,169
125,0,Male,30,195,67
0,0,Male,41,191,48
145,145,Male,43,191,48
101,101,Male,26,166,136
118,0,Male,40,181,103
0,0,Female,19,166,315
146,146,Female,19,166,315
0,0,Male,36,163,57
147,0,Male,46,163,57
0,0,Male,42,185,83
148,148,Male,50,185,83
138,0,Female,42,167,274
0,0,Male,21,158,103
149,149,Male,21,158,103
136,0,Male,65,169,323
148,0,Male,34,184,326
143,0,Female,39,176,46
0,0,Male,35,166,112
150,150,Male,40,166,112
0,0,Female,34,188,335
151,151,Female,33,188,335
106,106,Female,23,151,221
0,0,Female,14,179,185
152,152,Female,14,179,185
101,101,Male,22,172,163
136,0,Female,42,160,57
0,0,Female,30,161,260
153,153,Female,24,161,260
126,0,Female,40,171,252
0,0,Male,42,192,137
154,154,Male,38,192,137
150,0,Female,26,169,207
135,0,Male,27,187,216
0,0,Female,31,168,334
155,155,Female,28,168,334
0,0,Male,33,159,26
156,0,Male,46,159,26
125,0,Male,44,182,87
101,0,Male,30,188,89
0,0,Male,37,178,75
157,157,Male,27,178,75
0,0,Male,58,186,253
158,158,Male,58,186,253
119,0,Female,36,157,71
0,0,Female,34,163,8
159,159,Female,35,163,8
102,0,Female,32,172,117
132,0,Male,30,178,114
152,0,Female,25,166,122
0,0,Male,58,165,182
160,160,Male,56,165,182
0,0,Female,44,183,50
161,161,Female,44,183,50
114,0,Male,59,186,26
116,0,Female,36,149,316
139,0,Male,49,204,49
115,0,Male,50,180,259
122,0,Male,36,187,16
155,0,Female,29,180,290
105,0,Female,39,160,120
155,0,Female,24,176,119
154,0,Male,37,176,104
0,0,Male,54,187,272
162,162,Male,53,187,272
143,0,Female,33,181,137
0,0,Female,36,173,301
163,163,Female,35,173,301
127,127,Female,31,166,66
0,0,Male,33,162,51
164,164,Male,33,162,51
0,0,Female,13,179,80
165,165,Female,13,179,80
148,0,Male,30,186,140
113,0,Female,29,167,210
125,125,Male,35,195,281
101,0,Male,25,171,296
115,0,Male,41,174,231
128,0,Female,38,177,67
0,0,Female,23,144,172
166,166,Female,23,144,172
0,0,Female,36,164,273
167,167,Female,36,164,273
0,0,Female,27,160,104
168,168,Female,27,160,104
167,0,Male,42,162,143
157,0,Male,31,190,189
163,0,Female,30,171,14
0,0,Female,37,166,153
169,169,Female,35,166,153
139,0,Male,44,193,327
0,0,Female,22,181,109
170,170,Female,25,181,109
167,167,Female,38,148,104
138,0,Female,31,170,266
116,0,Female,49,153,277
101,0,Male,22,174,108
145,0,Male,29,194,28
0,0,Female,25,160,294
171,171,Female,25,160,294
134,0,Female,22,168,77
0,0,Male,32,179,252
172,172,Male,28,179,252
136,0,Female,40,168,218
165,0,Female,32,161,179
165,0,Female,23,169,136
0,44,Male,35,173,146
173,173,Male,35,173,146
104,0,Female,35,166,193
0,0,Male,34,175,201
174,174,Male,29,175,201
123,0,Female,31,159,126
139,0,Male,41,185,260
162,162,Male,46,191,144
118,0,Male,34,188,233
127,127,Female,30,172,33
149,0,Female,38,161,318
155,155,Female,29,185,146
111,111,Female,28,170,55
126,0,Female,39,166,192
161,0,Female,34,181,316
0,0,Male,64,189,279
175,175,Male,65,189,279
0,0,Male,28,184,87
176,176,Male,30,184,87
129,0,Male,58,190,274
0,0,Male,47,177,184
177,177,Male,47,177,184
136,0,Male,38,160,49
110,0,Male,31,179,133
152,0,Male,26,182,51
157,0,Male,41,188,116
176,0,Male,27,187,89
0,0,Female,33,151,73
178,178,Female,33,151,73
116,0,Female,31,156,271
156,0,Female,43,163,39
158,0,Male,31,191,92
158,0,Male,39,182,24
111,111,Female,27,174,69
118,0,Male,50,187,49
102,0,Female,54,164,147
