I,F,G,A,H,T
30,30,Female,32,164,67
2,2,Male,17,182,118
27,0,Male,57,184,119
49,0,Male,25,176,121
4,0,Female,16,185,126
47,0,Male,45,190,23
94,0,Male,61,178,165
65,65,Male,39,186,243
95,0,Male,30,173,132
94,0,Male,50,178,270
38,38,Female,29,172,290
49,0,Male,23,177,295
30,0,Male,38,149,280
96,0,Female,35,167,19
41,0,Male,55,181,245
12,0,Female,49,173,107
92,0,Male,51,183,214
92,0,Male,35,192,38
34,0,Male,36,179,146
82,82,Male,44,185,308
78,0,Male,21,148,287
68,0,Female,50,173,168
32,0,Female,35,161,225
32,0,Female,28,156,168
42,42,Male,56,184,213
6,0,Male,33,180,189
50,0,Male,31,165,285
89,0,Male,28,165,166
87,0,Female,36,168,116
52,0,Female,27,177,60
27,27,Male,44,169,306
49,0,Male,46,170,149
32,0,Male,31,153,168
98,0,Male,64,178,203
98,0,Female,32,173,255
94,0,Male,53,174,267
79,0,Male,45,189,177
100,0,Female,35,185,202
34,0,Male,44,181,195
65,0,Male,21,178,206
58,0,Female,38,199,42
42,0,Male,54,179,213
57,57,Female,26,151,181
15,15,Male,53,168,155
8,8,Female,21,178,153
9,0,Male,56,186,97
65,0,Male,32,177,247
50,50,Female,24,166,37
15,15,Male,60,173,155
100,0,Male,38,186,48
81,0,Female,26,188,199
83,83,Male,32,172,49
9,9,Male,46,199,322
95,95,Male,37,178,68
3,0,Male,42,198,43
56,0,Female,41,169,207
49,0,Male,48,175,149
85,0,Male,27,156,122
91,91,Male,34,170,84
83,83,Male,29,169,315
68,0,Female,37,166,299
65,0,Male,24,171,242
48,0,Female,21,169,25
74,74,Male,50,176,56
85,0,Female,24,150,159
35,0,Male,38,171,269
4,4,Male,36,179,273
54,0,Female,34,159,260
63,0,Male,20,173,203
19,19,Female,41,170,249
78,0,Male,43,156,16
64,0,Female,28,179,323
57,0,Female,31,163,145
47,0,Male,42,186,332
60,0,Male,44,180,108
72,0,Female,22,163,327
46,46,Female,27,165,304
8,8,Female,18,178,116
21,0,Female,33,185,277
34,0,Male,30,170,145
22,0,Male,56,158,115
89,0,Male,25,176,16
49,0,Male,23,167,121
64,64,Female,35,177,290
39,0,Female,20,160,168
35,35,Male,49,181,7
94,0,Male,31,181,164
57,0,Female,48,175,147
25,25,Female,30,171,230
47,47,Male,38,199,332
65,65,Male,42,185,205
68,0,Female,37,150,303
14,14,Male,41,188,326
3,0,Male,44,190,127
21,21,Female,27,186,211
46,0,Female,19,175,305
46,46,Female,23,169,153
91,0,Male,27,166,268
96,0,Female,39,170,20
27,0,Female,48,170,309
48,48,Female,25,157,242
54,0,Male,27,159,209
12,0,Female,40,160,45
3,0,Male,29,179,44
41,0,Female,33,185,323
83,0,Male,36,171,316
40,0,Female,38,177,183
67,0,Female,36,150,80
49,0,Male,44,182,120
96,0,Female,28,164,19
83,0,Male,40,177,5
15,0,Male,60,164,158
3,0,Female,0,197,125
2,0,Male,24,180,120
67,0,Female,26,170,162
21,21,Male,26,183,317
53,53,Female,36,176,17
37,0,Male,36,175,25
89,0,Male,24,179,15
5,5,Male,42,189,123
8,8,Female,26,175,16
72,72,Female,29,152,284
13,0,Female,43,176,206
68,0,Female,39,160,302
65,0,Male,43,188,243
29,0,Male,27,180,102
4,0,Male,36,177,276
74,0,Male,54,173,205
84,0,Male,40,173,99
24,0,Male,50,190,203
70,0,Male,41,168,5
4,0,Male,38,179,127
82,0,Male,30,183,170
12,0,Female,36,174,161
27,0,Male,52,179,119
4,0,Male,27,185,128
63,0,Female,28,184,207
50,0,Female,28,169,190
10,10,Male,30,192,121
10,0,Male,48,189,120
31,0,Male,37,163,167
5,0,Male,37,189,74
58,0,Male,46,189,44
68,0,Female,45,170,302
25,25,Female,30,177,129
35,0,Male,43,185,76
73,0,Male,47,173,276
15,0,Male,44,172,104
27,0,Male,44,164,308
31,0,Female,16,149,202
57,0,Female,25,167,120
54,0,Female,23,146,259
18,18,Female,30,174,236
70,0,Male,52,176,73
79,0,Male,38,175,179
55,0,Male,38,192,230
9,0,Male,34,182,322
89,89,Male,30,189,166
71,0,Female,27,165,82
96,96,Female,30,171,21
35,0,Male,26,180,269
14,0,Male,11,183,302
7,7,Male,47,187,142
59,0,Male,56,175,24
13,0,Female,21,166,293
28,0,Female,16,163,334
69,0,Female,31,171,222
4,0,Female,0,186,273
24,0,Male,37,183,251
39,39,Female,29,153,168
67,0,Female,28,162,51
41,0,Male,46,183,165
32,0,Female,48,168,226
92,0,Male,39,178,76
14,0,Male,36,192,112
53,53,Female,41,167,96
63,0,Female,41,171,203
18,0,Male,40,177,170
49,0,Male,47,187,293
82,0,Male,51,184,309
53,53,Female,45,166,15
72,0,Female,24,155,285
59,0,Male,33,173,23
36,0,Female,45,163,170
47,47,Male,44,182,84
4,4,Male,39,184,125
7,7,Male,49,177,61
6,0,Female,45,187,189
11,11,Male,32,172,174
94,0,Male,40,186,166
24,0,Male,55,191,94
38,0,Female,37,169,228
23,0,Male,36,175,319
6,0,Female,39,184,193
30,0,Female,46,159,66
65,0,Male,42,184,110
79,0,Male,43,176,254
7,7,Male,45,179,245
55,0,Male,28,200,44
49,0,Male,63,179,123
8,0,Male,51,178,152
30,0,Female,29,150,282
96,0,Male,29,164,149
67,0,Female,29,161,53
50,0,Female,32,165,38
27,0,Male,48,182,306
68,0,Female,53,179,299
79,0,Male,38,190,177
17,0,Female,24,178,9
92,92,Male,36,192,76
98,0,Female,44,172,255
56,0,Male,27,183,210
100,0,Male,46,191,47
31,0,Female,27,159,309
72,0,Female,29,172,180
2,0,Male,29,170,299
83,0,Male,28,180,6
13,0,Male,30,172,291
28,28,Female,34,163,18
22,0,Female,63,168,223
61,0,Male,48,161,65
50,0,Male,34,171,185
74,0,Male,46,170,260
90,0,Female,31,162,100
92,0,Male,36,177,79
26,0,Female,30,154,302
51,0,Male,34,184,74
53,53,Female,36,184,15
33,0,Male,45,183,225
4,0,Female,26,193,124
47,47,Male,46,185,331
87,0,Female,30,162,230
42,42,Male,46,180,323
44,44,Male,38,182,243
54,54,Female,30,149,208
80,0,Female,50,186,126
71,0,Female,26,190,285
10,0,Male,33,179,79
72,72,Female,33,163,179
78,0,Male,43,157,287
99,0,Female,35,170,1
22,0,Female,31,167,224
10,0,Male,45,189,77
94,0,Male,44,182,201
21,21,Male,33,184,317
13,0,Female,25,173,201
6,0,Male,59,180,190
40,0,Female,30,185,183
70,0,Female,34,172,5
81,0,Female,49,195,198
40,0,Male,13,174,279
29,0,Male,40,181,163
34,0,Male,43,168,221
71,0,Female,28,171,282
57,57,Female,26,153,117
50,50,Female,24,168,185
99,0,Female,25,166,1
64,0,Female,41,167,3
5,0,Female,34,178,124
70,0,Female,14,175,3
55,0,Male,45,195,228
59,0,Male,46,177,103
3,0,Male,36,171,44
25,25,Female,30,169,130
9,9,Male,44,176,174
2,2,Male,23,166,334
76,0,Male,48,175,36
36,36,Female,26,180,13
60,60,Male,47,186,226
61,0,Male,44,169,266
48,0,Female,23,159,26
91,91,Male,32,176,267
25,0,Female,28,166,128
96,0,Female,32,167,20
7,7,Male,40,176,60
41,0,Male,70,178,164
49,0,Male,49,188,150
89,0,Male,23,184,166
60,0,Female,15,185,227
48,0,Female,25,171,334
25,0,Female,38,171,269
36,0,Female,29,175,11
96,0,Male,37,162,181
86,0,Male,19,181,144
92,92,Male,31,192,77
79,0,Male,34,186,292
72,0,Female,42,174,179
87,0,Female,43,161,115
55,0,Male,22,188,228
69,0,Female,29,174,175
83,0,Male,56,174,47
23,0,Male,49,191,318
68,0,Male,43,167,298
80,80,Male,45,176,132
77,0,Male,73,191,130
31,0,Female,25,155,307
42,0,Male,43,179,214
9,0,Male,67,169,172
46,46,Female,25,164,2
31,0,Female,31,152,204
25,25,Female,35,166,233
12,0,Female,38,164,162
1,0,Female,22,169,89
60,60,Male,37,187,226
92,0,Male,68,177,44
14,0,Male,45,190,109
36,36,Female,25,166,13
27,0,Male,48,177,308
1,0,Male,32,157,88
83,0,Male,29,180,47
40,40,Female,27,173,284
98,0,Female,36,161,205
46,46,Female,22,163,4
11,0,Male,20,175,317
89,89,Male,21,193,166
91,0,Male,21,179,267
12,0,Female,31,177,44
63,0,Male,33,177,150
74,0,Male,60,169,204
58,0,Male,44,191,263
33,0,Female,47,175,13
78,0,Female,42,145,287
70,0,Male,61,163,3
19,19,Female,43,162,309
44,44,Male,35,180,153
86,0,Female,22,189,147
53,53,Female,36,179,177
50,50,Female,26,176,186
99,0,Female,49,167,1
26,0,Female,41,154,303
25,0,Female,35,164,125
57,0,Female,25,164,144
10,0,Male,46,184,82
11,11,Male,32,172,189
23,0,Male,34,184,318
24,24,Male,36,191,203
83,0,Female,43,179,49
29,0,Male,40,175,163
45,45,Female,36,196,82
15,0,Male,53,175,104
44,44,Male,35,181,56
77,77,Male,65,179,149
47,0,Male,55,189,83
33,0,Male,55,181,227
73,0,Male,55,180,230
1,0,Female,28,166,261
46,0,Female,33,174,4
74,74,Male,52,176,205
37,37,Male,38,181,25
83,83,Male,37,170,315
49,0,Male,23,178,295
46,46,Female,26,172,155
6,0,Female,34,180,242
47,0,Male,33,182,332
88,0,Male,29,181,223
12,0,Female,44,170,107
70,0,Male,52,174,208
10,0,Male,26,175,120
70,0,Female,43,178,3
64,0,Female,29,180,285
86,0,Male,34,190,195
8,0,Male,19,175,152
95,0,Male,37,179,210
98,0,Male,35,173,67
5,5,Male,27,175,123
11,0,Male,29,174,188
22,0,Female,49,165,303
65,0,Male,35,186,109
58,0,Male,39,190,44
53,53,Female,41,180,175
35,0,Female,58,184,7
95,95,Male,34,178,68
18,0,Female,48,167,235
89,89,Male,30,160,166
82,82,Male,45,182,241
43,0,Male,24,168,12
13,13,Female,26,185,204
75,0,Female,41,171,92
63,0,Female,25,185,203
11,0,Male,42,158,321
48,0,Female,29,169,244
38,0,Female,19,175,228
37,0,Male,31,171,230
31,0,Female,39,159,169
85,0,Female,24,155,159
82,0,Male,39,170,243
2,2,Male,21,181,302
2,0,Male,28,168,299
3,0,Female,53,191,42
20,0,Female,34,171,110
11,0,Male,27,172,188
36,0,Female,33,162,164
89,89,Male,28,181,165
68,0,Female,40,177,303
20,0,Male,48,158,72
86,0,Male,24,187,145
34,0,Male,51,185,222
28,28,Female,28,162,91
90,90,Female,29,174,24
44,0,Male,43,186,56
59,59,Male,54,186,102
56,0,Female,31,181,207
33,0,Female,0,176,225
48,48,Female,29,160,26
11,11,Male,39,173,188
85,0,Female,37,143,159
95,0,Male,37,177,69
93,0,Male,51,182,140
39,0,Male,37,156,165
30,0,Male,35,162,66
94,0,Male,41,178,269
68,0,Female,34,158,165
65,65,Male,34,183,243
91,0,Male,34,172,83
61,61,Female,52,160,65
51,0,Male,38,183,266
80,80,Male,34,173,129
95,0,Male,52,178,208
52,0,Female,57,179,140
14,0,Male,61,187,306
77,77,Male,65,186,128
43,0,Male,59,176,211
50,50,Female,27,174,37
59,0,Male,45,178,288
9,0,Male,48,183,173
20,0,Female,26,158,72
18,0,Female,60,164,116
72,72,Female,32,156,328
77,77,Male,66,179,149
69,0,Female,30,164,176
89,0,Male,39,186,15
95,95,Male,42,179,209
51,51,Male,51,179,70
79,0,Male,38,174,255
30,0,Female,36,156,291
66,0,Male,65,179,302
62,0,Male,47,192,12
71,71,Female,24,172,286
49,0,Male,35,180,120
31,0,Female,34,165,166
22,22,Female,45,167,222
20,0,Female,37,167,110
74,0,Male,50,174,56
79,0,Male,50,175,256
64,0,Female,33,156,3
85,85,Female,20,145,34
85,0,Male,34,147,36
53,53,Female,41,177,98
68,0,Female,38,172,169
1,1,Female,29,164,70
91,0,Male,46,173,267
66,66,Male,64,184,95
57,0,Female,20,166,143
96,0,Female,39,184,182
11,11,Male,30,172,317
2,0,Male,35,170,119
64,0,Male,21,173,323
46,0,Male,32,181,3
75,0,Female,31,165,93
100,0,Male,64,187,200
94,0,Male,27,179,162
65,65,Male,38,174,110
26,0,Female,27,149,85
20,20,Female,30,167,112
50,0,Female,26,168,186
20,0,Female,27,168,70
94,0,Male,37,181,268
73,73,Male,52,176,199
38,0,Female,15,169,230
3,0,Male,66,198,42
12,0,Female,46,165,113
60,60,Male,35,181,225
72,72,Female,32,159,181
92,0,Male,31,189,216
98,0,Male,45,171,206
59,0,Male,32,175,23
93,0,Male,36,182,146
2,2,Male,25,177,335
68,0,Female,31,161,302
12,0,Female,45,172,43
30,30,Male,43,170,290
48,0,Female,28,167,26
75,0,Male,42,174,92
29,0,Male,25,179,223
73,0,Male,44,180,229
25,25,Female,29,169,269
36,36,Female,21,176,141
60,0,Male,45,185,229
88,88,Male,64,173,137
84,0,Male,33,166,59
2,2,Male,31,173,120
27,0,Female,70,179,119
74,74,Male,51,172,265
19,0,Male,49,176,249
53,53,Female,34,175,15
1,0,Female,31,166,70
35,0,Male,39,191,5
95,0,Male,48,180,210
44,44,Male,35,183,59
43,0,Female,16,164,28
21,21,Female,27,189,278
24,0,Male,29,190,203
24,0,Male,25,192,253
62,62,Male,51,181,10
45,45,Female,27,189,285
67,0,Female,25,154,82
26,0,Female,33,160,130
15,0,Male,52,177,156
60,0,Male,39,193,105
25,0,Female,30,167,128
87,87,Female,29,166,115
60,0,Male,28,181,225
20,0,Female,47,162,112
18,0,Female,33,175,115
70,0,Male,43,178,3
3,0,Male,37,186,238
40,0,Female,33,159,280
53,0,Male,34,179,16
67,0,Female,22,162,50
16,0,Female,40,180,143
45,15,Male,51,187,285
54,54,Female,38,172,259
34,0,Male,21,182,195
31,0,Female,30,169,203
19,0,Female,49,161,331
77,77,Male,64,184,130
61,61,Female,55,166,264
71,0,Female,30,167,282
27,0,Male,53,179,121
85,85,Female,23,154,119
79,0,Male,45,171,291
59,0,Male,51,188,284
59,0,Male,43,187,104
79,0,Male,52,177,176
87,0,Male,39,159,229
26,0,Female,30,146,302
3,0,Male,52,204,239
80,80,Male,52,175,128
10,10,Male,28,189,121
2,0,Male,33,162,119
74,0,Male,46,174,205
12,0,Female,35,176,107
57,0,Female,24,173,148
54,54,Female,23,172,259
6,0,Female,47,181,16
39,0,Female,27,155,148
5,0,Male,31,181,122
3,0,Male,34,175,124
91,0,Male,47,162,269
48,0,Male,27,159,242
93,93,Male,53,187,146
33,0,Male,40,178,229
49,0,Male,56,178,121
32,0,Female,33,163,268
11,0,Male,46,171,192
5,5,Male,28,179,123
41,41,Male,52,188,246
33,0,Male,42,186,13
58,0,Male,29,184,265
37,37,Male,41,176,62
22,0,Male,40,159,303
74,0,Male,28,183,55
55,0,Male,33,198,45
42,42,Male,56,168,213
91,91,Male,38,168,268
28,28,Female,29,151,89
51,0,Male,43,193,128
78,78,Female,24,156,15
54,0,Female,32,164,316
60,60,Male,35,187,226
95,95,Male,36,176,208
59,59,Male,37,166,104
72,72,Female,30,177,328
42,0,Male,8,182,327
75,0,Female,23,175,272
69,69,Female,29,169,224
57,0,Female,31,169,119
15,15,Male,51,165,104
68,0,Female,42,167,168
99,99,Female,24,164,93
90,0,Female,37,175,85
31,0,Female,27,162,204
36,0,Female,31,176,13
95,95,Male,49,184,208
26,0,Female,25,159,128
25,25,Female,28,164,269
89,0,Male,28,188,16
98,0,Female,48,171,258
71,0,Female,28,172,80
81,0,Male,33,186,196
56,0,Female,37,179,207
62,0,Male,46,176,298
39,0,Female,33,159,147
78,0,Female,19,158,291
3,0,Male,43,184,44
58,0,Male,52,188,256
89,0,Male,28,188,15
64,0,Male,37,172,286
81,0,Male,50,190,281
54,0,Female,28,161,209
5,5,Male,28,190,124
27,0,Male,42,177,309
35,0,Male,35,178,4
51,51,Male,54,176,125
32,0,Female,30,165,168
26,0,Female,25,156,128
70,0,Female,53,174,206
49,0,Male,43,173,294
9,0,Male,49,189,320
98,0,Female,40,162,255
18,18,Female,26,161,170
64,0,Female,23,161,323
77,77,Male,66,184,134
33,0,Male,52,189,189
76,0,Male,46,180,36
89,0,Female,31,184,230
48,0,Female,29,165,243
68,0,Female,32,163,166
30,0,Female,60,158,290
65,0,Male,54,180,109
19,0,Female,62,160,331
85,0,Female,25,136,160
36,36,Female,37,170,14
72,72,Female,27,159,179
52,0,Female,56,157,194
27,0,Male,58,179,305
64,64,Female,27,185,4
88,88,Male,53,170,136
25,0,Female,32,181,125
94,0,Male,45,185,270
58,0,Male,36,183,43
27,0,Male,63,176,306
70,0,Male,67,172,4
66,0,Male,62,183,226
44,0,Male,36,175,60
6,6,Female,43,180,243
15,15,Male,70,179,47
82,82,Male,41,174,241
99,0,Female,32,168,3
24,0,Female,38,186,204
81,0,Male,42,175,250
80,80,Male,48,174,126
5,5,Male,38,192,77
76,0,Male,37,166,36
7,0,Male,36,185,140
14,0,Female,62,177,110
72,0,Female,48,173,285
56,0,Female,39,175,209
61,0,Female,31,161,268
65,65,Male,46,183,203
21,21,Female,29,192,276
14,0,Male,60,184,302
18,0,Female,25,167,236
87,0,Female,41,160,115
87,87,Female,40,173,115
66,0,Female,61,176,302
11,0,Male,27,178,317
68,0,Female,39,164,168
8,0,Female,50,181,115
13,0,Female,29,169,292
88,0,Male,47,178,184
23,0,Male,33,189,318
71,0,Female,30,169,284
51,0,Male,48,174,125
13,0,Female,15,178,293
45,45,Female,39,181,285
69,0,Female,29,171,177
56,0,Male,37,168,334
84,0,Male,42,187,60
12,0,Female,27,169,109
25,0,Female,20,168,269
40,40,Female,28,171,284
6,0,Male,27,172,188
78,0,Male,20,160,290
36,0,Female,26,178,11
35,0,Male,35,178,76
4,0,Male,27,181,272
49,0,Male,59,198,294
43,0,Female,30,171,211
30,30,Male,33,163,282
18,0,Female,39,166,239
11,0,Male,51,179,188
42,0,Male,30,185,213
15,0,Male,59,165,104
4,4,Male,37,182,125
9,9,Male,45,188,174
7,0,Female,51,187,63
8,8,Female,21,177,116
18,18,Female,26,178,170
42,0,Male,54,188,82
69,0,Female,25,170,225
64,64,Female,37,180,285
71,0,Female,29,163,79
99,0,Female,38,167,90
29,0,Male,37,176,103
31,0,Female,35,165,165
12,0,Female,45,175,42
8,8,Female,26,166,114
6,0,Female,30,188,244
77,0,Male,32,188,65
10,10,Male,26,181,77
98,0,Female,41,169,203
52,0,Female,40,162,60
59,0,Male,26,177,284
29,0,Male,30,172,218
74,0,Male,47,179,56
77,77,Male,64,189,150
25,25,Female,30,177,125
68,0,Female,51,165,166
48,0,Female,46,165,27
16,16,Male,36,180,212
13,0,Female,31,167,292
26,0,Female,28,169,85
21,21,Male,29,193,276
78,0,Female,35,148,286
80,0,Male,53,177,128
83,0,Female,48,177,48
56,0,Female,30,168,206
43,0,Female,29,166,9
11,0,Male,34,180,170
59,0,Male,31,185,282
95,0,Male,38,173,69
7,0,Male,40,180,244
24,0,Male,37,192,96
53,53,Female,51,186,177
21,21,Female,20,189,316
48,0,Female,35,156,243
51,0,Male,52,180,71
6,0,Female,48,186,245
84,0,Male,55,170,60
10,10,Male,25,174,122
19,0,Female,51,160,248
2,0,Male,31,176,334
14,0,Male,43,179,109
68,0,Female,57,172,168
49,0,Male,64,182,121
3,3,Male,40,192,44
24,0,Male,49,189,95
38,0,Female,50,177,291
73,0,Male,63,181,230
98,0,Female,44,167,65
94,0,Male,51,165,268
45,45,Female,30,198,319
52,0,Female,37,156,139
66,0,Male,64,184,224
28,28,Female,36,159,90
30,0,Female,47,153,282
41,0,Male,34,181,320
93,0,Male,67,187,115
10,10,Male,44,189,77
22,22,Female,39,165,115
71,0,Female,29,168,283
14,0,Male,30,187,325
100,0,Male,33,185,202
70,0,Male,59,176,73
18,18,Female,32,170,171
81,0,Male,47,181,197
13,0,Female,25,179,202
3,0,Male,42,181,130
97,0,Female,34,153,313
9,9,Male,36,198,322
78,0,Female,32,163,16
70,0,Male,52,168,3
37,0,Female,67,178,25
69,0,Female,28,176,176
62,0,Male,37,179,9
74,0,Male,46,173,205
11,11,Male,32,164,317
78,78,Female,33,162,288
56,0,Male,35,176,332
78,0,Female,34,153,287
63,0,Male,39,182,167
72,0,Female,29,148,328
37,0,Male,34,175,61
26,0,Female,23,163,88
57,0,Female,29,149,144
100,0,Male,41,175,202
15,0,Male,57,190,105
45,45,Female,38,194,324
7,7,Male,38,177,141
73,73,Male,45,167,278
27,0,Male,55,187,309
6,6,Female,38,174,243
85,0,Female,25,146,34
2,0,Male,55,178,299
2,0,Male,34,176,302
27,0,Female,58,170,310
2,2,Male,29,172,299
16,16,Male,37,190,145
72,0,Female,29,159,286
81,0,Male,50,193,250
83,0,Male,27,188,317
45,0,Female,50,189,320
65,65,Male,39,178,203
90,90,Female,35,164,23
4,0,Male,36,194,127
97,0,Female,43,166,178
28,0,Female,26,154,91
61,0,Female,39,174,268
23,23,Male,28,182,304
59,0,Male,50,195,288
57,0,Female,27,157,118
67,0,Female,30,154,50
1,0,Female,31,152,89
94,0,Male,47,187,165
22,22,Female,42,175,116
50,50,Female,23,168,39
38,0,Female,39,172,228
63,0,Male,40,177,152
98,0,Female,28,159,65
95,0,Male,41,179,66
30,0,Male,57,157,66
38,0,Female,37,171,40
77,77,Male,65,182,148
57,0,Female,30,175,144
90,0,Female,26,175,23
4,0,Male,36,186,272
55,55,Male,39,190,124
41,0,Male,28,188,246
4,0,Male,30,190,273
23,0,Male,34,175,319
87,0,Female,31,157,211
71,0,Female,25,177,282
73,73,Male,61,165,230
46,0,Female,23,170,154
2,0,Male,25,181,302
98,0,Female,39,169,256
55,0,Male,54,192,124
68,0,Female,43,169,165
73,73,Male,51,177,229
2,0,Female,24,169,300
33,0,Male,50,181,228
79,0,Male,44,179,292
3,0,Male,30,187,42
69,0,Female,38,167,225
0,0,Male,27,168,124
101,101,Male,27,168,124
0,0,Female,24,171,244
102,102,Female,25,171,244
0,0,Male,48,176,56
103,103,Male,48,176,56
0,0,Female,35,166,147
104,104,Female,33,166,147
0,0,Female,39,162,335
105,105,Female,39,162,335
0,0,Female,38,166,202
106,106,Female,39,166,202
0,0,Female,30,166,329
107,107,Female,31,166,329
0,0,Male,40,179,294
108,108,Male,41,179,294
0,0,Female,35,156,123
109,109,Female,34,156,123
0,0,Male,57,172,41
110,110,Male,55,172,41
106,106,Female,30,159,202
0,0,Female,30,169,280
111,111,Female,31,169,280
0,0,Male,48,173,261
112,112,Male,47,173,261
0,0,Female,36,155,150
113,113,Female,33,155,150
0,0,Male,52,172,299
114,114,Male,58,172,299
0,0,Male,32,175,180
115,115,Male,32,175,180
110,0,Male,50,169,39
0,0,Female,25,161,139
116,116,Female,25,161,139
0,0,Male,31,173,104
117,117,Male,28,173,104
0,0,Male,43,176,234
118,118,Male,43,176,234
0,0,Female,25,159,44
119,119,Female,25,159,44
0,0,Male,60,181,159
120,120,Male,56,181,159
0,0,Male,30,183,207
121,121,Male,28,183,207
107,0,Female,36,171,328
0,0,Male,33,183,27
122,0,Male,42,183,27
118,0,Male,40,189,234
0,0,Male,29,147,298
123,123,Male,29,147,298
0,0,Female,23,156,88
124,124,Female,30,156,88
0,0,Male,26,191,149
125,125,Male,27,191,149
0,0,Female,45,162,174
126,126,Female,37,162,174
0,0,Female,24,165,86
127,127,Female,26,165,86
0,0,Male,54,185,129
128,128,Male,52,185,129
108,0,Male,25,190,29
118,0,Male,34,183,234
0,0,Male,33,194,269
129,129,Male,34,194,269
114,0,Male,53,179,301
0,0,Male,39,177,209
130,130,Male,42,177,209
0,0,Female,29,153,281
131,131,Female,29,153,281
0,0,Male,49,182,334
132,132,Male,52,182,334
0,0,Male,67,170,212
133,133,Male,67,170,212
0,0,Female,25,181,146
134,134,Female,24,181,146
0,0,Female,41,175,320
135,135,Female,38,175,320
0,0,Male,29,162,252
136,136,Male,28,162,252
129,0,Male,38,183,276
0,0,Male,62,186,111
137,137,Male,64,186,111
113,0,Female,32,169,36
121,0,Male,41,191,211
0,0,Female,37,160,0
138,138,Female,35,160,0
0,0,Female,51,188,82
139,0,Male,51,188,82
123,0,Male,23,155,293
0,0,Female,33,186,216
140,140,Female,33,186,216
0,0,Female,46,165,203
141,141,Female,46,165,203
0,0,Female,29,165,7
142,142,Female,31,165,7
0,0,Female,42,169,306
143,143,Female,41,169,306
0,0,Male,61,182,148
144,144,Male,61,182,148
134,0,Female,30,165,22
125,0,Male,30,195,148
0,0,Male,41,191,24
145,145,Male,43,191,24
101,101,Male,26,166,119
118,0,Male,40,181,232
0,0,Female,19,166,81
146,146,Female,19,166,81
0,0,Male,36,163,222
147,0,Male,46,163,222
0,0,Male,42,185,87
148,148,Male,50,185,87
138,0,Female,42,167,308
0,0,Male,21,158,274
149,149,Male,21,158,274
136,0,Male,65,169,285
148,0,Male,34,184,206
143,0,Female,39,176,308
0,0,Male,35,166,238
150,150,Male,35,166,238
0,0,Female,34,188,237
151,151,Female,33,188,237
106,106,Female,23,151,200
0,0,Female,14,179,240
152,152,Female,14,179,240
101,101,Male,22,172,119
136,0,Female,42,160,287
0,0,Female,30,161,84
153,153,Female,24,161,84
126,0,Female,40,171,174
0,0,Male,42,192,6
154,154,Male,38,192,6
150,0,Female,26,169,272
135,0,Male,27,187,270
0,0,Female,31,168,104
155,155,Female,29,168,104
0,0,Male,33,159,319
156,0,Male,46,159,319
125,0,Male,44,182,147
101,0,Male,30,188,126
0,0,Male,37,178,88
157,157,Male,27,178,88
0,0,Male,58,186,45
158,158,Male,58,186,45
119,0,Female,36,157,289
0,0,Female,34,163,121
159,159,Female,35,163,121
102,0,Female,32,172,243
132,0,Male,30,178,236
152,0,Female,25,166,240
0,0,Male,58,165,308
160,160,Male,56,165,308
0,0,Female,44,183,80
161,161,Female,39,183,80
114,0,Male,59,186,279
116,0,Female,36,149,78
139,0,Male,49,204,82
115,0,Male,50,180,181
122,0,Male,36,187,89
155,0,Female,29,180,104
105,0,Female,39,160,335
155,0,Female,24,176,182
154,0,Male,37,176,274
0,0,Male,54,187,146
162,162,Male,53,187,146
143,0,Female,33,181,261
0,0,Female,36,173,118
163,163,Female,35,173,118
127,127,Female,31,166,284
0,0,Male,33,162,55
164,164,Male,33,162,55
0,0,Female,13,179,151
165,165,Female,13,179,151
148,0,Male,30,186,87
113,0,Female,29,167,242
125,125,Male,35,195,30
101,0,Male,25,171,74
115,0,Male,41,174,156
128,0,Female,38,177,125
0,0,Female,23,144,237
166,166,Female,23,144,237
0,0,Female,36,164,224
167,167,Female,36,164,224
0,0,Female,27,160,196
168,168,Female,27,160,196
167,0,Male,42,162,223
157,0,Male,31,190,104
163,0,Female,30,171,267
0,0,Female,37,166,69
169,169,Female,37,166,69
139,0,Male,44,193,122
0,0,Female,22,181,137
170,170,Female,23,181,137
167,167,Female,38,148,221
138,0,Female,31,170,82
116,0,Female,49,153,81
101,0,Male,22,174,127
145,0,Male,29,194,111
0,0,Female,25,160,28
171,171,Female,25,160,28
134,0,Female,22,168,28
0,0,Male,32,179,254
172,172,Male,28,179,254
136,0,Female,40,168,143
165,0,Female,32,161,114
165,0,Female,23,169,150
0,44,Male,35,173,147
173,173,Male,35,173,147
104,0,Female,35,166,146
0,0,Male,34,175,155
174,174,Male,34,175,155
123,0,Female,31,159,95
139,0,Male,41,185,120
162,162,Male,46,191,146
118,0,Male,34,188,101
127,127,Female,30,172,208
149,0,Female,38,161,275
155,155,Female,29,185,104
111,111,Female,28,170,136
126,0,Female,39,166,131
161,0,Female,34,181,296
0,0,Male,64,189,314
175,175,Male,65,189,314
0,0,Male,28,184,106
176,176,Male,30,184,106
129,0,Male,58,190,36
0,0,Male,47,177,24
177,177,Male,47,177,24
136,0,Male,38,160,144
110,0,Male,31,179,308
152,0,Male,26,182,241
157,0,Male,41,188,90
176,0,Male,27,187,169
0,0,Female,33,151,222
178,178,Female,33,151,222
116,0,Female,31,156,79
156,0,Female,43,163,320
158,0,Male,31,191,50
158,0,Male,39,182,42
111,111,Female,27,174,136
118,0,Male,50,187,147
102,0,Female,54,164,244
