N,id,image,height,time,R
2966,155,155_1.jpg,"[168.5, 0.08]","['04:16:23', '3']",1
2967,156,156_1.jpg,"[159.8, 0.08]","['15:49:59', '7']",1
2968,125,125_3.jpg,"[182.5, 0.08]","['01:47:40', '4']",0
2969,101,101_4.jpg,"[188.9, 0.08]","['15:07:24', '3']",0
2970,157,157_1.jpg,"[178.4, 0.08]","['20:11:51', '2']",1
2971,158,158_1.jpg,"[186.6, 0.08]","['22:30:24', '1']",1
2972,119,119_2.jpg,"[157.7, 0.08]","['00:32:04', '7']",0
2973,159,159_1.jpg,"[163.2, 0.08]","['12:51:04', '3']",1
2974,102,102_2.jpg,"[172.5, 0.08]","['01:48:57', '6']",0
2975,132,132_2.jpg,"[178.3, 0.08]","['22:00:44', '5']",0
2976,152,152_2.jpg,"[166.5, 0.08]","['00:03:10', '6']",0
2977,160,160_1.jpg,"[165.9, 0.08]","['10:19:51', '7']",1
2978,161,161_1.jpg,"[183.4, 0.08]","['16:04:26', '2']",1
2979,114,114_3.jpg,"[186.6, 0.08]","['19:41:46', '6']",0
2980,116,116_2.jpg,"[149.9, 0.08]","['15:28:52', '2']",0
2981,139,139_2.jpg,"[204.4, 0.08]","['17:22:52', '2']",0
2982,115,115_2.jpg,"[180.4, 0.08]","['18:43:50', '4']",0
2983,122,122_2.jpg,"[187.5, 0.08]","['20:36:59', '2']",0
2984,155,155_2.jpg,"[180.3, 0.08]","['04:22:17', '3']",0
2985,105,105_2.jpg,"[160.4, 0.08]","['23:34:06', '7']",0
2986,155,155_3.jpg,"[176.1, 0.08]","['19:22:19', '4']",0
2987,154,154_2.jpg,"[176.6, 0.08]","['17:21:39', '6']",0
2988,162,162_1.jpg,"[187.6, 0.08]","['01:08:28', '4']",1
2989,143,143_3.jpg,"[181.0, 0.08]","['10:57:56', '6']",0
2990,163,163_1.jpg,"[173.1, 0.08]","['11:04:13', '3']",1
2991,127,127_2.jpg,"[166.5, 0.08]","['22:23:23', '6']",0
2992,164,164_1.jpg,"[162.9, 0.08]","['03:38:40', '2']",1
2993,165,165_1.jpg,"[179.2, 0.08]","['03:37:45', '4']",1
2994,148,148_3.jpg,"[186.3, 0.08]","['19:42:56', '2']",0
2995,113,113_3.jpg,"[167.8, 0.08]","['01:23:36', '6']",0
2996,125,125_4.jpg,"[195.1, 0.08]","['15:13:22', '1']",0
2997,101,101_5.jpg,"[171.6, 0.08]","['13:20:01', '2']",0
2998,115,115_3.jpg,"[174.0, 0.08]","['06:08:38', '4']",0
2999,128,128_2.jpg,"[177.3, 0.08]","['14:39:50', '3']",0
3000,166,166_1.jpg,"[144.5, 0.08]","['22:42:35', '5']",1
3001,167,167_1.jpg,"[164.0, 0.08]","['16:05:17', '5']",1
3002,168,168_1.jpg,"[160.5, 0.08]","['02:26:35', '5']",1
3003,167,167_2.jpg,"[162.6, 0.08]","['15:46:05', '5']",0
3004,157,157_2.jpg,"[190.1, 0.08]","['04:10:59', '3']",0
3005,163,163_2.jpg,"[171.0, 0.08]","['13:49:41', '6']",0
3006,169,169_1.jpg,"[166.1, 0.08]","['10:48:18', '2']",1
3007,139,139_3.jpg,"[193.7, 0.08]","['13:03:56', '3']",0
3008,170,170_1.jpg,"[181.5, 0.08]","['20:42:52', '3']",1
3009,167,167_3.jpg,"[148.8, 0.08]","['14:44:54', '5']",0
3010,138,138_3.jpg,"[170.2, 0.08]","['17:07:12', '2']",0
3011,116,116_3.jpg,"[153.0, 0.08]","['16:31:46', '2']",0
3012,101,101_6.jpg,"[174.2, 0.08]","['15:45:18', '3']",0
3013,145,145_2.jpg,"[194.9, 0.08]","['07:33:01', '3']",0
3014,171,171_1.jpg,"[160.6, 0.08]","['14:11:29', '1']",1
3015,134,134_3.jpg,"[168.9, 0.08]","['14:01:12', '1']",0
3016,172,172_1.jpg,"[179.4, 0.08]","['07:25:59', '6']",1
3017,136,136_4.jpg,"[168.5, 0.08]","['23:31:58', '3']",0
3018,165,165_2.jpg,"[161.3, 0.08]","['09:26:31', '3']",0
3019,165,165_3.jpg,"[169.0, 0.08]","['03:01:42', '4']",0
3020,173,173_1.jpg,"[173.3, 0.08]","['01:41:33', '4']",1
3021,104,104_2.jpg,"[166.2, 0.08]","['01:29:28', '4']",0
3022,174,174_1.jpg,"[175.7, 0.08]","['05:40:52', '4']",1
3023,123,123_3.jpg,"[159.5, 0.08]","['23:54:17', '2']",0
3024,139,139_4.jpg,"[185.3, 0.08]","['12:07:12', '3']",0
3025,162,162_2.jpg,"[191.0, 0.08]","['01:16:44', '4']",0
3026,118,118_5.jpg,"[188.2, 0.08]","['02:30:01', '3']",0
3027,127,127_3.jpg,"[172.9, 0.08]","['08:21:59', '5']",0
3028,149,149_2.jpg,"[161.1, 0.08]","['17:30:00', '6']",0
3029,155,155_4.jpg,"[185.3, 0.08]","['04:29:33', '3']",0
3030,111,111_2.jpg,"[170.0, 0.08]","['20:26:54', '3']",0
3031,126,126_3.jpg,"[166.5, 0.08]","['17:31:21', '3']",0
3032,161,161_2.jpg,"[181.1, 0.08]","['04:12:08', '7']",0
3033,175,175_1.jpg,"[189.3, 0.08]","['13:20:25', '7']",1
3034,176,176_1.jpg,"[184.3, 0.08]","['05:20:42', '3']",1
3035,129,129_3.jpg,"[190.4, 0.08]","['18:26:31', '1']",0
3036,177,177_1.jpg,"[177.0, 0.08]","['12:05:42', '1']",1
3037,136,136_5.jpg,"[160.1, 0.08]","['00:04:40', '4']",0
3038,110,110_3.jpg,"[179.1, 0.08]","['10:01:46', '7']",0
3039,152,152_3.jpg,"[182.9, 0.08]","['00:52:54', '6']",0
3040,157,157_3.jpg,"[188.0, 0.08]","['21:02:56', '2']",0
3041,176,176_2.jpg,"[187.6, 0.08]","['12:44:44', '4']",0
3042,178,178_1.jpg,"[151.5, 0.08]","['15:06:22', '5']",1
3043,116,116_4.jpg,"[156.2, 0.08]","['15:46:18', '2']",0
3044,156,156_2.jpg,"[163.8, 0.08]","['16:18:48', '7']",0
3045,158,158_2.jpg,"[191.5, 0.08]","['01:13:09', '2']",0
3046,158,158_3.jpg,"[182.2, 0.08]","['21:28:16', '1']",0
3047,111,111_3.jpg,"[174.1, 0.08]","['20:21:07', '3']",0
3048,118,118_6.jpg,"[187.8, 0.08]","['01:47:14', '4']",0
3049,102,102_3.jpg,"[164.8, 0.08]","['02:06:58', '6']",0
3050,179,179_1.jpg,"[189.4, 0.08]","['07:59:06', '6']",1
3051,145,145_3.jpg,"[189.9, 0.08]","['13:08:45', '3']",0
3052,105,105_3.jpg,"[158.1, 0.08]","['07:46:38', '1']",0
3053,112,112_2.jpg,"[189.8, 0.08]","['11:53:23', '6']",0
3054,120,120_2.jpg,"[171.6, 0.08]","['13:51:37', '3']",0
3055,130,130_2.jpg,"[180.9, 0.08]","['23:49:32', '7']",0
3056,145,145_4.jpg,"[191.7, 0.08]","['14:17:03', '3']",0
3057,123,123_4.jpg,"[144.2, 0.08]","['04:22:19', '7']",0
3058,113,113_4.jpg,"[165.4, 0.08]","['02:29:24', '4']",0
3059,140,140_2.jpg,"[173.5, 0.08]","['11:50:56', '5']",0
3060,127,127_4.jpg,"[177.6, 0.08]","['18:36:12', '2']",0
3061,174,174_2.jpg,"[175.3, 0.08]","['08:58:06', '7']",0
3062,130,130_3.jpg,"[179.5, 0.08]","['19:52:48', '7']",0
3063,151,151_2.jpg,"[178.3, 0.08]","['09:58:28', '7']",0
3064,154,154_3.jpg,"[183.6, 0.08]","['10:04:23', '7']",0
3065,170,170_2.jpg,"[175.9, 0.08]","['01:50:26', '7']",0
3066,169,169_2.jpg,"[180.8, 0.08]","['09:21:46', '2']",0
3067,126,126_4.jpg,"[169.0, 0.08]","['04:54:55', '4']",0
3068,134,134_4.jpg,"[167.8, 0.08]","['13:57:33', '4']",0
3069,131,131_2.jpg,"[150.1, 0.08]","['21:33:31', '6']",0
3070,146,146_2.jpg,"[173.4, 0.08]","['02:27:35', '3']",0
3071,180,180_1.jpg,"[161.3, 0.08]","['11:01:07', '1']",1
3072,164,164_2.jpg,"[180.0, 0.08]","['16:00:07', '3']",0
3073,107,107_3.jpg,"[173.4, 0.08]","['12:27:19', '2']",0
3074,146,146_3.jpg,"[167.5, 0.08]","['02:43:58', '3']",0
3075,150,150_3.jpg,"[171.1, 0.08]","['17:46:42', '7']",0
3076,179,179_2.jpg,"[181.2, 0.08]","['04:42:51', '3']",0
3077,112,112_3.jpg,"[175.1, 0.08]","['11:13:22', '6']",0
3078,124,124_2.jpg,"[152.1, 0.08]","['19:07:43', '4']",0
3079,115,115_4.jpg,"[184.4, 0.08]","['17:53:18', '4']",0
3080,134,134_5.jpg,"[171.5, 0.08]","['14:56:13', '4']",0
3081,111,111_4.jpg,"[172.7, 0.08]","['20:47:48', '3']",0
3082,168,168_2.jpg,"[170.7, 0.08]","['03:00:10', '5']",0
3083,181,181_1.jpg,"[193.7, 0.08]","['06:02:41', '5']",1
3084,158,158_4.jpg,"[190.4, 0.08]","['16:17:50', '7']",0
3085,156,156_3.jpg,"[159.4, 0.08]","['16:03:03', '7']",0
3086,182,182_1.jpg,"[180.5, 0.08]","['11:19:36', '2']",1
3087,138,138_4.jpg,"[162.5, 0.08]","['00:29:09', '1']",0
3088,183,183_1.jpg,"[180.0, 0.08]","['20:16:46', '4']",1
3089,134,134_6.jpg,"[168.9, 0.08]","['00:35:47', '4']",0
3090,108,108_3.jpg,"[189.4, 0.08]","['14:47:45', '1']",0
3091,118,118_7.jpg,"[175.9, 0.08]","['00:31:33', '4']",0
3092,119,119_3.jpg,"[160.9, 0.08]","['00:08:02', '7']",0
3093,116,116_5.jpg,"[160.4, 0.08]","['20:39:58', '3']",0
3094,120,120_3.jpg,"[180.5, 0.08]","['23:06:52', '1']",0
3095,127,127_5.jpg,"[177.1, 0.08]","['19:50:32', '2']",0
3096,139,139_5.jpg,"[192.9, 0.08]","['17:56:12', '2']",0
3097,154,154_4.jpg,"[192.4, 0.08]","['16:47:20', '6']",0
3098,131,131_3.jpg,"[163.6, 0.08]","['12:32:44', '7']",0
3099,159,159_2.jpg,"[176.6, 0.08]","['13:21:53', '3']",0
3100,184,184_1.jpg,"[189.0, 0.08]","['17:35:00', '6']",1
3101,169,169_3.jpg,"[169.3, 0.08]","['13:31:01', '5']",0
3102,161,161_3.jpg,"[180.3, 0.08]","['04:30:13', '7']",0
3103,185,185_1.jpg,"[181.6, 0.08]","['04:06:53', '2']",1
3104,176,176_3.jpg,"[181.4, 0.08]","['12:16:21', '4']",0
3105,113,113_5.jpg,"[162.9, 0.08]","['18:28:44', '1']",0
3106,114,114_4.jpg,"[182.8, 0.08]","['07:38:22', '7']",0
3107,184,184_2.jpg,"[189.2, 0.08]","['12:56:48', '5']",0
3108,186,186_1.jpg,"[173.4, 0.08]","['12:29:16', '1']",1
3109,151,151_3.jpg,"[162.4, 0.08]","['21:55:21', '3']",0
3110,162,162_3.jpg,"[179.2, 0.08]","['01:08:09', '4']",0
3111,145,145_5.jpg,"[185.0, 0.08]","['13:24:56', '3']",0
3112,139,139_6.jpg,"[188.5, 0.08]","['10:23:06', '3']",0
3113,142,142_2.jpg,"[176.3, 0.08]","['18:11:29', '7']",0
3114,135,135_3.jpg,"[178.8, 0.08]","['00:08:14', '2']",0
3115,111,111_5.jpg,"[159.4, 0.08]","['14:04:47', '5']",0
3116,183,183_2.jpg,"[155.7, 0.08]","['15:31:42', '3']",0
3117,110,110_4.jpg,"[175.2, 0.08]","['21:17:29', '1']",0
3118,143,143_4.jpg,"[165.5, 0.08]","['10:52:37', '6']",0
3119,160,160_2.jpg,"[173.7, 0.08]","['17:04:18', '4']",0
3120,114,114_5.jpg,"[168.7, 0.08]","['05:27:28', '4']",0
3121,112,112_4.jpg,"[178.8, 0.08]","['01:50:52', '2']",0
3122,177,177_2.jpg,"[166.2, 0.08]","['12:23:16', '6']",0
3123,151,151_4.jpg,"[187.3, 0.08]","['09:40:17', '7']",0
3124,124,124_3.jpg,"[161.9, 0.08]","['10:22:30', '3']",0
3125,175,175_2.jpg,"[173.8, 0.08]","['09:43:57', '5']",0
3126,153,153_2.jpg,"[169.5, 0.08]","['14:02:49', '2']",0
3127,169,169_4.jpg,"[157.2, 0.08]","['12:17:51', '5']",0
3128,129,129_4.jpg,"[199.5, 0.08]","['18:27:31', '6']",0
3129,121,121_3.jpg,"[193.5, 0.08]","['03:36:35', '6']",0
3130,180,180_2.jpg,"[165.9, 0.08]","['17:38:27', '6']",0
3131,132,132_3.jpg,"[169.8, 0.08]","['23:01:42', '7']",0
3132,111,111_6.jpg,"[175.9, 0.08]","['21:04:46', '6']",0
3133,104,104_3.jpg,"[172.0, 0.08]","['05:31:01', '4']",0
3134,150,150_4.jpg,"[160.0, 0.08]","['23:45:36', '5']",0
3135,186,186_2.jpg,"[180.3, 0.08]","['07:51:47', '2']",0
3136,125,125_5.jpg,"[187.6, 0.08]","['02:56:07', '4']",0
3137,109,109_2.jpg,"[155.4, 0.08]","['15:51:00', '1']",0
3138,184,184_3.jpg,"[177.7, 0.08]","['08:55:28', '1']",0
3139,161,161_4.jpg,"[180.2, 0.08]","['16:18:36', '2']",0
3140,136,136_6.jpg,"[168.7, 0.08]","['22:59:56', '3']",0
3141,142,142_3.jpg,"[162.2, 0.08]","['18:11:33', '7']",0
3142,153,153_3.jpg,"[167.1, 0.08]","['15:03:16', '2']",0
3143,183,183_3.jpg,"[170.9, 0.08]","['15:31:15', '3']",0
3144,128,128_3.jpg,"[189.6, 0.08]","['15:18:10', '3']",0
3145,143,143_5.jpg,"[170.4, 0.08]","['08:10:06', '2']",0
3146,162,162_4.jpg,"[190.7, 0.08]","['02:31:04', '4']",0
3147,172,172_2.jpg,"[189.1, 0.08]","['21:41:03', '1']",0
3148,148,148_4.jpg,"[177.7, 0.08]","['19:29:57', '2']",0
3149,187,187_1.jpg,"[173.4, 0.08]","['11:06:41', '5']",1
3150,142,142_4.jpg,"[171.4, 0.08]","['02:39:46', '1']",0
3151,127,127_6.jpg,"[172.3, 0.08]","['19:32:07', '2']",0
3152,134,134_7.jpg,"[163.0, 0.08]","['12:04:17', '1']",0
3153,146,146_4.jpg,"[175.5, 0.08]","['15:16:10', '2']",0
3154,120,120_4.jpg,"[177.3, 0.08]","['07:27:34', '4']",0
3155,113,113_6.jpg,"[168.5, 0.08]","['19:14:23', '1']",0
3156,123,123_5.jpg,"[154.4, 0.08]","['00:23:14', '3']",0
3157,108,108_4.jpg,"[187.3, 0.08]","['03:28:11', '7']",0
3158,148,148_5.jpg,"[180.2, 0.08]","['05:59:31', '5']",0
3159,125,125_6.jpg,"[204.0, 0.08]","['15:40:03', '5']",0
3160,144,144_2.jpg,"[165.6, 0.08]","['12:40:00', '4']",0
3161,169,169_5.jpg,"[171.8, 0.08]","['13:48:08', '5']",0
3162,184,184_4.jpg,"[182.5, 0.08]","['17:41:55', '6']",0
3163,128,128_4.jpg,"[179.0, 0.08]","['14:18:40', '3']",0
3164,176,176_4.jpg,"[182.6, 0.08]","['21:41:56', '7']",0
3165,188,188_1.jpg,"[155.0, 0.08]","['09:22:39', '3']",1
3166,120,120_5.jpg,"[175.4, 0.08]","['14:24:21', '3']",0
3167,189,189_1.jpg,"[174.2, 0.08]","['05:30:47', '4']",1
3168,159,159_3.jpg,"[163.6, 0.08]","['12:50:52', '3']",0
3169,117,117_2.jpg,"[172.1, 0.08]","['05:44:15', '3']",0
3170,189,189_2.jpg,"[163.7, 0.08]","['15:31:38', '2']",0
3171,190,190_1.jpg,"[165.1, 0.08]","['00:41:19', '3']",1
3172,164,164_3.jpg,"[167.4, 0.08]","['16:14:46', '3']",0
3173,175,175_3.jpg,"[183.0, 0.08]","['13:39:20', '7']",0
3174,146,146_5.jpg,"[168.4, 0.08]","['02:52:46', '3']",0
3175,158,158_5.jpg,"[180.3, 0.08]","['16:36:05', '7']",0
3176,191,191_1.jpg,"[175.5, 0.08]","['07:38:05', '6']",1
3177,158,158_6.jpg,"[186.2, 0.08]","['15:48:54', '7']",0
3178,104,104_4.jpg,"[176.6, 0.08]","['01:24:29', '4']",0
3179,192,192_1.jpg,"[188.9, 0.08]","['12:19:14', '3']",1
3180,112,112_5.jpg,"[173.5, 0.08]","['11:27:03', '6']",0
3181,106,106_4.jpg,"[153.0, 0.08]","['04:34:58', '5']",0
3182,163,163_3.jpg,"[186.7, 0.08]","['19:44:03', '6']",0
3183,172,172_3.jpg,"[180.0, 0.08]","['06:58:29', '6']",0
3184,109,109_3.jpg,"[163.2, 0.08]","['12:23:30', '2']",0
3185,136,136_7.jpg,"[162.1, 0.08]","['22:54:25', '3']",0
3186,134,134_8.jpg,"[174.1, 0.08]","['12:01:36', '1']",0
3187,157,157_4.jpg,"[188.7, 0.08]","['12:55:06', '6']",0
3188,159,159_4.jpg,"[177.4, 0.08]","['15:46:25', '1']",0
3189,158,158_7.jpg,"[187.5, 0.08]","['22:31:33', '1']",0
3190,140,140_3.jpg,"[172.4, 0.08]","['13:39:50', '3']",0
3191,139,139_7.jpg,"[189.2, 0.08]","['17:38:18', '2']",0
3192,102,102_4.jpg,"[173.5, 0.08]","['21:27:57', '6']",0
3193,147,147_2.jpg,"[153.8, 0.08]","['04:43:02', '2']",0
3194,185,185_2.jpg,"[172.5, 0.08]","['02:57:38', '2']",0
3195,132,132_4.jpg,"[173.3, 0.08]","['23:11:57', '7']",0
3196,191,191_2.jpg,"[184.1, 0.08]","['09:49:09', '1']",0
3197,145,145_6.jpg,"[201.1, 0.08]","['06:19:59', '3']",0
3198,182,182_2.jpg,"[176.0, 0.08]","['05:35:11', '6']",0
3199,105,105_4.jpg,"[168.0, 0.08]","['05:23:18', '5']",0
3200,153,153_4.jpg,"[157.5, 0.08]","['15:03:32', '1']",0
3201,128,128_5.jpg,"[188.8, 0.08]","['14:01:17', '3']",0
3202,164,164_4.jpg,"[171.0, 0.08]","['20:05:00', '7']",0
3203,193,193_1.jpg,"[163.2, 0.08]","['15:36:30', '1']",1
3204,194,194_1.jpg,"[162.3, 0.08]","['05:21:43', '2']",1
3205,162,162_5.jpg,"[189.4, 0.08]","['00:15:00', '2']",0
3206,133,133_2.jpg,"[181.5, 0.08]","['09:33:03', '4']",0
3207,144,144_3.jpg,"[183.6, 0.08]","['22:26:20', '2']",0
3208,134,134_9.jpg,"[179.4, 0.08]","['23:43:50', '3']",0
3209,122,122_3.jpg,"[173.3, 0.08]","['13:13:06', '1']",0
3210,141,141_2.jpg,"[173.3, 0.08]","['05:59:01', '5']",0
3211,177,177_3.jpg,"[172.1, 0.08]","['03:41:58', '6']",0
3212,195,195_1.jpg,"[179.0, 0.08]","['08:34:32', '6']",1
3213,190,190_2.jpg,"[181.6, 0.08]","['22:55:07', '1']",0
3214,196,196_1.jpg,"[174.0, 0.08]","['00:59:17', '7']",1
3215,157,157_5.jpg,"[184.4, 0.08]","['06:37:28', '3']",0
3216,145,145_7.jpg,"[199.2, 0.08]","['15:02:40', '3']",0
3217,105,105_5.jpg,"[165.0, 0.08]","['23:58:13', '7']",0
3218,173,173_2.jpg,"[176.3, 0.08]","['11:43:08', '2']",0
3219,173,173_3.jpg,"[179.5, 0.08]","['11:15:02', '2']",0
3220,153,153_5.jpg,"[167.3, 0.08]","['14:02:11', '2']",0
3221,183,183_4.jpg,"[171.4, 0.08]","['00:03:21', '6']",0
3222,196,196_2.jpg,"[173.9, 0.08]","['01:50:08', '7']",0
3223,193,193_2.jpg,"[171.9, 0.08]","['15:22:34', '1']",0
3224,150,150_5.jpg,"[160.5, 0.08]","['19:00:15', '7']",0
3225,119,119_4.jpg,"[157.2, 0.08]","['01:45:14', '7']",0
3226,141,141_3.jpg,"[175.6, 0.08]","['05:04:14', '1']",0
3227,174,174_3.jpg,"[169.6, 0.08]","['22:44:01', '4']",0
3228,127,127_7.jpg,"[162.7, 0.08]","['21:27:35', '6']",0
3229,110,110_5.jpg,"[179.2, 0.08]","['09:58:55', '7']",0
3230,172,172_4.jpg,"[191.4, 0.08]","['20:37:58', '1']",0
3231,126,126_5.jpg,"[161.9, 0.08]","['15:26:45', '4']",0
3232,181,181_2.jpg,"[184.5, 0.08]","['06:13:59', '7']",0
3233,197,197_1.jpg,"[174.3, 0.08]","['01:01:51', '2']",1
3234,145,145_8.jpg,"[186.8, 0.08]","['12:43:09', '1']",0
3235,158,158_8.jpg,"[179.2, 0.08]","['21:25:25', '1']",0
3236,112,112_6.jpg,"[171.6, 0.08]","['13:48:53', '3']",0
3237,160,160_3.jpg,"[163.3, 0.08]","['08:37:13', '7']",0
3238,111,111_7.jpg,"[172.6, 0.08]","['13:23:10', '5']",0
3239,187,187_2.jpg,"[185.5, 0.08]","['11:58:28', '5']",0
3240,103,103_2.jpg,"[184.3, 0.08]","['09:20:57', '7']",0
3241,162,162_6.jpg,"[180.1, 0.08]","['02:22:44', '4']",0
3242,109,109_4.jpg,"[162.4, 0.08]","['14:18:03', '3']",0
3243,152,152_4.jpg,"[179.4, 0.08]","['03:30:59', '7']",0
3244,197,197_2.jpg,"[168.4, 0.08]","['03:18:40', '3']",0
3245,154,154_5.jpg,"[186.6, 0.08]","['03:22:14', '1']",0
3246,181,181_3.jpg,"[189.0, 0.08]","['04:27:15', '5']",0
3247,173,173_4.jpg,"[182.4, 0.08]","['19:55:28', '2']",0
3248,156,156_4.jpg,"[169.5, 0.08]","['17:13:59', '7']",0
3249,118,118_8.jpg,"[173.3, 0.08]","['02:30:41', '3']",0
3250,110,110_6.jpg,"[188.1, 0.08]","['09:58:21', '7']",0
3251,154,154_6.jpg,"[170.5, 0.08]","['10:20:44', '7']",0
3252,168,168_3.jpg,"[173.3, 0.08]","['10:33:41', '2']",0
3253,188,188_2.jpg,"[157.6, 0.08]","['18:49:10', '4']",0
3254,170,170_3.jpg,"[166.0, 0.08]","['02:35:08', '7']",0
3255,129,129_5.jpg,"[196.7, 0.08]","['18:14:39', '1']",0
3256,118,118_9.jpg,"[178.9, 0.08]","['01:35:22', '4']",0
3257,131,131_4.jpg,"[146.8, 0.08]","['15:44:30', '6']",0
3258,140,140_4.jpg,"[189.3, 0.08]","['11:21:16', '5']",0
3259,174,174_4.jpg,"[168.0, 0.08]","['08:58:42', '7']",0
3260,114,114_6.jpg,"[168.0, 0.08]","['06:16:27', '7']",0
3261,163,163_4.jpg,"[191.5, 0.08]","['10:18:23', '3']",0
3262,112,112_7.jpg,"[173.6, 0.08]","['11:35:28', '6']",0
3263,179,179_3.jpg,"[191.8, 0.08]","['07:41:40', '6']",0
3264,111,111_8.jpg,"[172.2, 0.08]","['14:26:53', '5']",0
3265,171,171_2.jpg,"[161.4, 0.08]","['22:55:50', '1']",0
3266,179,179_4.jpg,"[181.8, 0.08]","['07:28:21', '6']",0
3267,173,173_5.jpg,"[187.2, 0.08]","['01:23:48', '4']",0
3268,163,163_5.jpg,"[170.1, 0.08]","['14:25:43', '6']",0
3269,173,173_6.jpg,"[187.2, 0.08]","['01:14:41', '4']",0
3270,190,190_3.jpg,"[170.8, 0.08]","['07:46:50', '1']",0
3271,183,183_5.jpg,"[160.3, 0.08]","['19:53:57', '4']",0
3272,110,110_7.jpg,"[178.8, 0.08]","['09:45:06', '7']",0
3273,197,197_3.jpg,"[158.5, 0.08]","['02:20:59', '3']",0
3274,159,159_5.jpg,"[176.3, 0.08]","['12:39:38', '3']",0
3275,180,180_3.jpg,"[165.6, 0.08]","['17:59:48', '6']",0
3276,186,186_3.jpg,"[190.2, 0.08]","['11:18:34', '1']",0
3277,198,198_1.jpg,"[147.4, 0.08]","['05:30:29', '7']",1
3278,142,142_5.jpg,"[170.7, 0.08]","['02:31:19', '1']",0
3279,162,162_7.jpg,"[194.2, 0.08]","['01:20:59', '4']",0
3280,170,170_4.jpg,"[168.6, 0.08]","['20:53:16', '3']",0
3281,178,178_2.jpg,"[157.0, 0.08]","['14:50:36', '5']",0
3282,188,188_3.jpg,"[156.1, 0.08]","['09:00:56', '3']",0
3283,119,119_5.jpg,"[172.7, 0.08]","['12:45:48', '5']",0
3284,177,177_4.jpg,"[175.8, 0.08]","['12:20:16', '6']",0
3285,143,143_6.jpg,"[177.5, 0.08]","['09:54:49', '7']",0
3286,109,109_5.jpg,"[175.4, 0.08]","['11:27:25', '2']",0
3287,187,187_3.jpg,"[180.0, 0.08]","['11:11:41', '5']",0
3288,125,125_7.jpg,"[191.5, 0.08]","['14:11:44', '1']",0
3289,142,142_6.jpg,"[181.2, 0.08]","['02:33:56', '1']",0
3290,195,195_2.jpg,"[184.7, 0.08]","['12:14:41', '2']",0
3291,185,185_3.jpg,"[171.8, 0.08]","['01:38:31', '2']",0
3292,128,128_6.jpg,"[182.1, 0.08]","['15:57:23', '3']",0
3293,158,158_9.jpg,"[182.4, 0.08]","['00:39:00', '2']",0
3294,188,188_4.jpg,"[160.8, 0.08]","['09:34:36', '3']",0
3295,161,161_5.jpg,"[171.3, 0.08]","['18:34:30', '2']",0
3296,151,151_5.jpg,"[174.0, 0.08]","['09:54:21', '7']",0
3297,148,148_6.jpg,"[185.4, 0.08]","['20:34:13', '2']",0
3298,104,104_5.jpg,"[158.5, 0.08]","['22:17:27', '7']",0
3299,126,126_6.jpg,"[157.5, 0.08]","['16:13:49', '4']",0
3300,179,179_5.jpg,"[174.0, 0.08]","['18:06:21', '3']",0
3301,197,197_4.jpg,"[161.3, 0.08]","['03:53:56', '4']",0
3302,183,183_6.jpg,"[162.5, 0.08]","['20:02:37', '4']",0
3303,150,150_6.jpg,"[169.2, 0.08]","['16:18:14', '6']",0
3304,184,184_5.jpg,"[175.6, 0.08]","['13:42:25', '5']",0
3305,192,192_2.jpg,"[193.9, 0.08]","['11:15:35', '3']",0
3306,143,143_7.jpg,"[164.0, 0.08]","['11:07:23', '6']",0
3307,120,120_6.jpg,"[181.9, 0.08]","['22:07:00', '1']",0
3308,192,192_3.jpg,"[186.1, 0.08]","['13:41:40', '3']",0
3309,146,146_6.jpg,"[170.9, 0.08]","['09:11:00', '1']",0
3310,190,190_4.jpg,"[162.4, 0.08]","['07:46:33', '1']",0
3311,127,127_8.jpg,"[172.1, 0.08]","['18:14:57', '2']",0
3312,110,110_8.jpg,"[171.7, 0.08]","['19:07:07', '1']",0
3313,199,199_1.jpg,"[172.8, 0.08]","['17:35:41', '4']",1
3314,125,125_8.jpg,"[190.8, 0.08]","['03:41:16', '4']",0
3315,159,159_6.jpg,"[175.1, 0.08]","['04:29:51', '6']",0
3316,102,102_5.jpg,"[164.0, 0.08]","['02:55:33', '6']",0
3317,187,187_4.jpg,"[186.7, 0.08]","['07:07:50', '6']",0
3318,183,183_7.jpg,"[176.6, 0.08]","['00:18:13', '6']",0
3319,133,133_3.jpg,"[179.7, 0.08]","['10:27:09', '4']",0
3320,194,194_2.jpg,"[185.0, 0.08]","['15:23:48', '3']",0
3321,196,196_3.jpg,"[164.4, 0.08]","['01:26:01', '7']",0
3322,108,108_5.jpg,"[191.6, 0.08]","['10:32:24', '7']",0
3323,160,160_4.jpg,"[161.0, 0.08]","['15:35:38', '4']",0
3324,115,115_5.jpg,"[168.8, 0.08]","['16:19:50', '3']",0
3325,181,181_4.jpg,"[178.9, 0.08]","['18:20:28', '7']",0
3326,165,165_4.jpg,"[173.0, 0.08]","['01:19:01', '3']",0
3327,185,185_4.jpg,"[170.0, 0.08]","['02:56:15', '2']",0
3328,159,159_7.jpg,"[173.4, 0.08]","['04:54:50', '6']",0
3329,191,191_3.jpg,"[172.5, 0.08]","['09:56:52', '1']",0
3330,168,168_4.jpg,"[172.2, 0.08]","['04:44:06', '6']",0
3331,161,161_6.jpg,"[173.2, 0.08]","['15:40:00', '2']",0
3332,160,160_5.jpg,"[167.6, 0.08]","['09:48:16', '7']",0
3333,134,134_10.jpg,"[175.5, 0.08]","['14:16:06', '4']",0
