I,F,G,A,H,T
175,0,Male,46,176,74
191,0,Female,37,170,190
179,0,Female,32,162,9
149,0,Male,43,184,306
161,64,Female,31,180,47
169,0,Male,53,181,47
103,0,Male,53,174,219
107,0,Male,45,178,198
170,0,Female,26,156,278
187,0,Female,40,150,300
103,103,Male,56,178,183
147,0,Female,28,163,184
125,0,Female,53,192,90
192,0,Female,36,175,249
147,0,Female,25,170,163
150,0,Male,30,190,11
145,0,Female,40,161,78
154,154,Male,53,190,263
150,150,Male,29,175,181
114,114,Female,37,168,7
192,0,Female,37,167,259
117,117,Male,34,179,305
120,120,Female,33,167,285
152,0,Male,63,183,327
199,18,Male,53,184,190
109,0,Female,26,171,32
127,0,Male,52,187,260
104,0,Male,42,158,272
141,0,Male,26,156,296
181,0,Male,48,176,76
122,0,Male,58,187,328
176,0,Female,45,146,155
108,0,Male,44,196,115
188,0,Male,21,155,255
194,0,Female,36,168,204
164,164,Female,47,173,33
183,183,Female,28,164,186
140,0,Male,52,193,225
128,0,Female,38,165,280
135,0,Female,29,177,315
198,0,Female,35,180,212
185,185,Male,35,175,99
128,0,Female,27,164,84
123,0,Female,29,178,202
117,117,Male,36,190,267
118,0,Female,29,170,3
153,0,Female,21,188,172
191,0,Female,33,171,154
103,103,Male,69,186,261
